locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEILGKOC_00022	CDS	726	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
OEILGKOC_00023	gene	429	slyD			
OEILGKOC_00023	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OEILGKOC_00024	gene	969				
OEILGKOC_00024	CDS	969				hypothetical protein
OEILGKOC_00025	gene	270	rpsO			
OEILGKOC_00025	CDS	270	rpsO		COG0184	30S ribosomal protein S15
OEILGKOC_00026	gene	597	betI_1			
OEILGKOC_00026	CDS	597	betI_1			HTH-type transcriptional regulator BetI
OEILGKOC_00027	gene	1314	paaK			
OEILGKOC_00027	CDS	1314	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
OEILGKOC_00028	gene	447	paaI			
OEILGKOC_00028	CDS	447	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
OEILGKOC_00029	gene	795	paaG_1			
OEILGKOC_00029	CDS	795	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
OEILGKOC_00030	gene	1092	hpd			
OEILGKOC_00030	CDS	1092	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
OEILGKOC_00031	gene	456	decR_1			
OEILGKOC_00031	CDS	456	decR_1		COG1522	DNA-binding transcriptional activator DecR
OEILGKOC_00032	gene	1029				
OEILGKOC_00032	CDS	1029		3.6.-.-	COG1703	putative GTPase
OEILGKOC_00033	gene	288	rpmB			
OEILGKOC_00033	CDS	288	rpmB		COG0227	50S ribosomal protein L28
OEILGKOC_00034	gene	77				
OEILGKOC_00034	tRNA	77				tRNA-Arg(tct)
OEILGKOC_00035	gene	1125				
OEILGKOC_00035	CDS	1125				hypothetical protein
OEILGKOC_00036	gene	246				
OEILGKOC_00036	CDS	246				hypothetical protein
OEILGKOC_00037	gene	168				
OEILGKOC_00037	CDS	168				hypothetical protein
OEILGKOC_00038	gene	717				
OEILGKOC_00038	CDS	717				hypothetical protein
OEILGKOC_00039	gene	222				
OEILGKOC_00039	CDS	222				hypothetical protein
OEILGKOC_00040	gene	228				
OEILGKOC_00040	CDS	228				hypothetical protein
OEILGKOC_00041	gene	1068				
OEILGKOC_00041	CDS	1068				hypothetical protein
OEILGKOC_00042	gene	558				
OEILGKOC_00042	CDS	558				hypothetical protein
OEILGKOC_00043	gene	1266				
OEILGKOC_00043	CDS	1266				hypothetical protein
OEILGKOC_00044	gene	342				
OEILGKOC_00044	CDS	342				hypothetical protein
OEILGKOC_00045	gene	1641				
OEILGKOC_00045	CDS	1641				hypothetical protein
OEILGKOC_00046	gene	210				
OEILGKOC_00046	CDS	210				hypothetical protein
OEILGKOC_00047	gene	573				
OEILGKOC_00047	CDS	573				hypothetical protein
OEILGKOC_00048	gene	261				
OEILGKOC_00048	CDS	261				hypothetical protein
OEILGKOC_00049	gene	357				
OEILGKOC_00049	CDS	357				hypothetical protein
OEILGKOC_00050	gene	1101	rip3			
OEILGKOC_00050	CDS	1101	rip3		COG0517	Putative zinc metalloprotease Rip3
OEILGKOC_00051	gene	1041				
OEILGKOC_00051	CDS	1041				hypothetical protein
OEILGKOC_00052	gene	1545				
OEILGKOC_00052	CDS	1545				hypothetical protein
OEILGKOC_00053	gene	474				
OEILGKOC_00053	CDS	474				hypothetical protein
OEILGKOC_00054	gene	951				
OEILGKOC_00054	CDS	951				hypothetical protein
OEILGKOC_00055	gene	1374				
OEILGKOC_00055	CDS	1374				hypothetical protein
OEILGKOC_00056	gene	300				
OEILGKOC_00056	CDS	300				hypothetical protein
OEILGKOC_00057	gene	399				
OEILGKOC_00057	CDS	399				hypothetical protein
OEILGKOC_00058	gene	882	gltR			
OEILGKOC_00058	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
OEILGKOC_00059	gene	834				
OEILGKOC_00059	CDS	834				hypothetical protein
OEILGKOC_00060	gene	1260				
OEILGKOC_00060	CDS	1260			COG1292	Glycine betaine/proline/choline transporter
OEILGKOC_00061	gene	453				
OEILGKOC_00061	CDS	453				hypothetical protein
OEILGKOC_00062	gene	798				
OEILGKOC_00062	CDS	798				hypothetical protein
OEILGKOC_00063	gene	1317				
OEILGKOC_00063	CDS	1317				hypothetical protein
OEILGKOC_00064	gene	444	nsrR_1			
OEILGKOC_00064	CDS	444	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
OEILGKOC_00065	gene	1209				
OEILGKOC_00065	CDS	1209				hypothetical protein
OEILGKOC_00066	gene	675				
OEILGKOC_00066	CDS	675				hypothetical protein
OEILGKOC_00067	gene	537	mog			
OEILGKOC_00067	CDS	537	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OEILGKOC_00068	gene	510				
OEILGKOC_00068	CDS	510				hypothetical protein
OEILGKOC_00069	gene	1269	moeA_1			
OEILGKOC_00069	CDS	1269	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OEILGKOC_00070	gene	639				
OEILGKOC_00070	CDS	639				hypothetical protein
OEILGKOC_00071	gene	780	cbf2			
OEILGKOC_00071	CDS	780	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
OEILGKOC_00072	gene	798	narI			
OEILGKOC_00072	CDS	798	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
OEILGKOC_00073	gene	702	narJ			
OEILGKOC_00073	CDS	702	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OEILGKOC_00074	gene	1527	narY			
OEILGKOC_00074	CDS	1527	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
OEILGKOC_00075	gene	3741	narG			
OEILGKOC_00075	CDS	3741	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
OEILGKOC_00076	gene	1365	narK			
OEILGKOC_00076	CDS	1365	narK		COG2223	Nitrate/nitrite transporter NarK
OEILGKOC_00077	gene	1386	nrtP			
OEILGKOC_00077	CDS	1386	nrtP		COG2223	Nitrate/nitrite transporter NrtP
OEILGKOC_00078	gene	474				
OEILGKOC_00078	CDS	474				hypothetical protein
OEILGKOC_00079	gene	663				
OEILGKOC_00079	CDS	663				hypothetical protein
OEILGKOC_00080	gene	342				
OEILGKOC_00080	CDS	342				hypothetical protein
OEILGKOC_00081	gene	549				
OEILGKOC_00081	CDS	549				hypothetical protein
OEILGKOC_00082	gene	855				
OEILGKOC_00082	CDS	855				hypothetical protein
OEILGKOC_00083	gene	5676				
OEILGKOC_00083	CDS	5676				hypothetical protein
OEILGKOC_00084	gene	1071				
OEILGKOC_00084	CDS	1071				hypothetical protein
OEILGKOC_00085	gene	1659				
OEILGKOC_00085	CDS	1659				hypothetical protein
OEILGKOC_00086	gene	798	cpdA_1			
OEILGKOC_00086	CDS	798	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
OEILGKOC_00087	gene	873	araQ			
OEILGKOC_00087	CDS	873	araQ		COG0395	L-arabinose transport system permease protein AraQ
OEILGKOC_00088	gene	894	melD			
OEILGKOC_00088	CDS	894	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
OEILGKOC_00089	gene	1266	ugpB_1			
OEILGKOC_00089	CDS	1266	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
OEILGKOC_00090	gene	1032	sugC			
OEILGKOC_00090	CDS	1032	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
OEILGKOC_00091	gene	783	glpR_1			
OEILGKOC_00091	CDS	783	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
OEILGKOC_00092	gene	885				
OEILGKOC_00092	CDS	885				hypothetical protein
OEILGKOC_00093	gene	366				
OEILGKOC_00093	CDS	366				hypothetical protein
OEILGKOC_00094	gene	561				
OEILGKOC_00094	CDS	561				hypothetical protein
OEILGKOC_00095	gene	1098	mdtA_1			
OEILGKOC_00095	CDS	1098	mdtA_1			Multidrug resistance protein MdtA
OEILGKOC_00096	gene	3075	bepE_1			
OEILGKOC_00096	CDS	3075	bepE_1			Efflux pump membrane transporter BepE
OEILGKOC_00097	gene	285	cynS_1			
OEILGKOC_00097	CDS	285	cynS_1	4.2.1.104	COG1513	Cyanate hydratase
OEILGKOC_00098	gene	486				
OEILGKOC_00098	CDS	486				hypothetical protein
OEILGKOC_00099	gene	366				
OEILGKOC_00099	CDS	366				hypothetical protein
OEILGKOC_00100	gene	1506	dadD_1			
OEILGKOC_00100	CDS	1506	dadD_1	3.5.4.31		5'-deoxyadenosine deaminase
OEILGKOC_00101	gene	249				
OEILGKOC_00101	CDS	249				hypothetical protein
OEILGKOC_00102	gene	2448	gcd			
OEILGKOC_00102	CDS	2448	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
OEILGKOC_00103	gene	933				
OEILGKOC_00103	CDS	933				hypothetical protein
OEILGKOC_00104	gene	1629				
OEILGKOC_00104	CDS	1629				hypothetical protein
OEILGKOC_00105	gene	1293	clsA_1			
OEILGKOC_00105	CDS	1293	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
OEILGKOC_00106	gene	243				
OEILGKOC_00106	CDS	243				hypothetical protein
OEILGKOC_00107	gene	1500				
OEILGKOC_00107	CDS	1500				hypothetical protein
OEILGKOC_00108	gene	444				
OEILGKOC_00108	CDS	444				hypothetical protein
OEILGKOC_00109	gene	978				
OEILGKOC_00109	CDS	978				hypothetical protein
OEILGKOC_00110	gene	171				
OEILGKOC_00110	CDS	171				hypothetical protein
OEILGKOC_00111	gene	1071				
OEILGKOC_00111	CDS	1071				hypothetical protein
OEILGKOC_00112	gene	912	yijE			
OEILGKOC_00112	CDS	912	yijE			putative cystine transporter YijE
OEILGKOC_00113	gene	1800	gsiA_1			
OEILGKOC_00113	CDS	1800	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
OEILGKOC_00114	gene	357				
OEILGKOC_00114	CDS	357				hypothetical protein
OEILGKOC_00115	gene	375				
OEILGKOC_00115	CDS	375				hypothetical protein
OEILGKOC_00116	gene	861	gsiD_1			
OEILGKOC_00116	CDS	861	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
OEILGKOC_00117	gene	1005	dppB_1			
OEILGKOC_00117	CDS	1005	dppB_1		COG0601	Dipeptide transport system permease protein DppB
OEILGKOC_00118	gene	1524	dppA			
OEILGKOC_00118	CDS	1524	dppA		COG0747	Periplasmic dipeptide transport protein
OEILGKOC_00119	gene	690	nicS			
OEILGKOC_00119	CDS	690	nicS			HTH-type transcriptional repressor NicS
OEILGKOC_00120	gene	474				
OEILGKOC_00120	CDS	474				hypothetical protein
OEILGKOC_00121	gene	1533				
OEILGKOC_00121	CDS	1533				hypothetical protein
OEILGKOC_00122	gene	960				
OEILGKOC_00122	CDS	960				hypothetical protein
OEILGKOC_00123	gene	930				
OEILGKOC_00123	CDS	930				hypothetical protein
OEILGKOC_00124	gene	1389				
OEILGKOC_00124	CDS	1389		3.5.2.-		D-hydantoinase
OEILGKOC_00125	gene	657	gntR_1			
OEILGKOC_00125	CDS	657	gntR_1			putative D-xylose utilization operon transcriptional repressor
OEILGKOC_00126	gene	753	allE_1			
OEILGKOC_00126	CDS	753	allE_1	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OEILGKOC_00127	gene	960	dapA_2			
OEILGKOC_00127	CDS	960	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
OEILGKOC_00128	gene	1125	hcnC			
OEILGKOC_00128	CDS	1125	hcnC	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
OEILGKOC_00129	gene	1386	hcnB			
OEILGKOC_00129	CDS	1386	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
OEILGKOC_00130	gene	813	sufS_1			
OEILGKOC_00130	CDS	813	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
OEILGKOC_00131	gene	573				
OEILGKOC_00131	CDS	573				IS21 family transposase ISPve1
OEILGKOC_00132	gene	150				
OEILGKOC_00132	CDS	150				hypothetical protein
OEILGKOC_00133	gene	1440				
OEILGKOC_00133	CDS	1440				hypothetical protein
OEILGKOC_00134	gene	264				
OEILGKOC_00134	CDS	264				hypothetical protein
OEILGKOC_00135	gene	1344	dctM_1			
OEILGKOC_00135	CDS	1344	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
OEILGKOC_00136	gene	582				
OEILGKOC_00136	CDS	582				hypothetical protein
OEILGKOC_00137	gene	1059				
OEILGKOC_00137	CDS	1059			COG1638	Solute-binding protein
OEILGKOC_00138	gene	1302				
OEILGKOC_00138	CDS	1302		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
OEILGKOC_00139	gene	795				
OEILGKOC_00139	CDS	795				hypothetical protein
OEILGKOC_00140	gene	687	gntR_2			
OEILGKOC_00140	CDS	687	gntR_2			putative D-xylose utilization operon transcriptional repressor
OEILGKOC_00141	gene	429				
OEILGKOC_00141	CDS	429				hypothetical protein
OEILGKOC_00142	gene	288				
OEILGKOC_00142	CDS	288				hypothetical protein
OEILGKOC_00143	gene	1230				
OEILGKOC_00143	CDS	1230				hypothetical protein
OEILGKOC_00144	gene	507				
OEILGKOC_00144	CDS	507				IS3 family transposase ISPye52
OEILGKOC_00145	gene	339				
OEILGKOC_00145	CDS	339				IS3 family transposase ISAzs24
OEILGKOC_00146	gene	390				
OEILGKOC_00146	CDS	390				hypothetical protein
OEILGKOC_00147	gene	795				
OEILGKOC_00147	CDS	795				hypothetical protein
OEILGKOC_00148	gene	267				
OEILGKOC_00148	CDS	267				hypothetical protein
OEILGKOC_00149	gene	585				
OEILGKOC_00149	CDS	585				hypothetical protein
OEILGKOC_00150	gene	396				
OEILGKOC_00150	CDS	396				hypothetical protein
OEILGKOC_00151	gene	510				
OEILGKOC_00151	CDS	510				hypothetical protein
OEILGKOC_00152	gene	129				
OEILGKOC_00152	CDS	129				hypothetical protein
OEILGKOC_00153	gene	624				
OEILGKOC_00153	CDS	624				hypothetical protein
OEILGKOC_00154	gene	678				
OEILGKOC_00154	CDS	678				hypothetical protein
OEILGKOC_00155	gene	153				
OEILGKOC_00155	CDS	153				hypothetical protein
OEILGKOC_00156	gene	186				
OEILGKOC_00156	CDS	186				hypothetical protein
OEILGKOC_00157	gene	357				
OEILGKOC_00157	CDS	357				hypothetical protein
OEILGKOC_00158	gene	618				
OEILGKOC_00158	CDS	618				hypothetical protein
OEILGKOC_00159	gene	972				
OEILGKOC_00159	CDS	972				hypothetical protein
OEILGKOC_00160	gene	2382				
OEILGKOC_00160	CDS	2382				hypothetical protein
OEILGKOC_00161	gene	717				
OEILGKOC_00161	CDS	717				hypothetical protein
OEILGKOC_00162	gene	501				
OEILGKOC_00162	CDS	501				hypothetical protein
OEILGKOC_00163	gene	153				
OEILGKOC_00163	CDS	153				hypothetical protein
OEILGKOC_00164	gene	492				
OEILGKOC_00164	CDS	492				hypothetical protein
OEILGKOC_00165	gene	228				
OEILGKOC_00165	CDS	228				hypothetical protein
OEILGKOC_00166	gene	1701				
OEILGKOC_00166	CDS	1701				hypothetical protein
OEILGKOC_00167	gene	1074				
OEILGKOC_00167	CDS	1074				hypothetical protein
OEILGKOC_00168	gene	1641				
OEILGKOC_00168	CDS	1641				hypothetical protein
OEILGKOC_00169	gene	1245	xerC_1			
OEILGKOC_00169	CDS	1245	xerC_1			Tyrosine recombinase XerC
OEILGKOC_00170	gene	207				
OEILGKOC_00170	CDS	207				hypothetical protein
OEILGKOC_00171	gene	1170				
OEILGKOC_00171	CDS	1170				hypothetical protein
OEILGKOC_00172	gene	108				
OEILGKOC_00172	CDS	108				hypothetical protein
OEILGKOC_00173	gene	1566				
OEILGKOC_00173	CDS	1566				hypothetical protein
OEILGKOC_00174	gene	462				
OEILGKOC_00174	CDS	462				hypothetical protein
OEILGKOC_00175	gene	687	tmk_1			
OEILGKOC_00175	CDS	687	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
OEILGKOC_00176	gene	579				
OEILGKOC_00176	CDS	579				hypothetical protein
OEILGKOC_00177	gene	840				
OEILGKOC_00177	CDS	840				hypothetical protein
OEILGKOC_00178	gene	993				
OEILGKOC_00178	CDS	993				hypothetical protein
OEILGKOC_00179	gene	603				
OEILGKOC_00179	CDS	603				hypothetical protein
OEILGKOC_00180	gene	1260	xerD_1			
OEILGKOC_00180	CDS	1260	xerD_1			Tyrosine recombinase XerD
OEILGKOC_00181	gene	327				
OEILGKOC_00181	CDS	327				hypothetical protein
OEILGKOC_00182	gene	264				
OEILGKOC_00182	CDS	264				hypothetical protein
OEILGKOC_00183	gene	270				
OEILGKOC_00183	CDS	270				hypothetical protein
OEILGKOC_00184	gene	423				
OEILGKOC_00184	CDS	423				hypothetical protein
OEILGKOC_00185	gene	1038				
OEILGKOC_00185	CDS	1038				hypothetical protein
OEILGKOC_00186	gene	714				
OEILGKOC_00186	CDS	714				hypothetical protein
OEILGKOC_00187	gene	1392				
OEILGKOC_00187	CDS	1392				hypothetical protein
OEILGKOC_00188	gene	438	vsr			
OEILGKOC_00188	CDS	438	vsr	3.1.-.-	COG3727	Very short patch repair protein
OEILGKOC_00189	gene	1236				
OEILGKOC_00189	CDS	1236				hypothetical protein
OEILGKOC_00190	gene	141				
OEILGKOC_00190	CDS	141				hypothetical protein
OEILGKOC_00191	gene	1251	banIM			
OEILGKOC_00191	CDS	1251	banIM	2.1.1.37		Modification methylase BanI
OEILGKOC_00192	gene	1005				
OEILGKOC_00192	CDS	1005				hypothetical protein
OEILGKOC_00193	gene	2070				
OEILGKOC_00193	CDS	2070				hypothetical protein
OEILGKOC_00194	gene	945				
OEILGKOC_00194	CDS	945				hypothetical protein
OEILGKOC_00195	gene	1245				
OEILGKOC_00195	CDS	1245				hypothetical protein
OEILGKOC_00196	gene	225				
OEILGKOC_00196	CDS	225				IS1182 family transposase ISPse1
OEILGKOC_00197	gene	1263				
OEILGKOC_00197	CDS	1263				hypothetical protein
OEILGKOC_00198	gene	1347				
OEILGKOC_00198	CDS	1347				hypothetical protein
OEILGKOC_00199	gene	510				
OEILGKOC_00199	CDS	510				hypothetical protein
OEILGKOC_00200	gene	216				
OEILGKOC_00200	CDS	216				hypothetical protein
OEILGKOC_00201	gene	450				
OEILGKOC_00201	CDS	450				hypothetical protein
OEILGKOC_00202	gene	678				
OEILGKOC_00202	CDS	678				hypothetical protein
OEILGKOC_00203	gene	567				
OEILGKOC_00203	CDS	567				hypothetical protein
OEILGKOC_00204	gene	402				
OEILGKOC_00204	CDS	402				hypothetical protein
OEILGKOC_00205	gene	366				
OEILGKOC_00205	CDS	366				hypothetical protein
OEILGKOC_00206	gene	285				
OEILGKOC_00206	CDS	285				hypothetical protein
OEILGKOC_00207	gene	219				
OEILGKOC_00207	CDS	219				hypothetical protein
OEILGKOC_00208	gene	225				
OEILGKOC_00208	CDS	225				hypothetical protein
OEILGKOC_00209	gene	213				
OEILGKOC_00209	CDS	213				hypothetical protein
OEILGKOC_00210	gene	531				
OEILGKOC_00210	CDS	531				hypothetical protein
OEILGKOC_00211	gene	2043				
OEILGKOC_00211	CDS	2043				hypothetical protein
OEILGKOC_00212	gene	210				
OEILGKOC_00212	CDS	210				hypothetical protein
OEILGKOC_00213	gene	1503				
OEILGKOC_00213	CDS	1503				hypothetical protein
OEILGKOC_00214	gene	1455				
OEILGKOC_00214	CDS	1455				hypothetical protein
OEILGKOC_00215	gene	381				
OEILGKOC_00215	CDS	381				hypothetical protein
OEILGKOC_00216	gene	1023				
OEILGKOC_00216	CDS	1023				hypothetical protein
OEILGKOC_00217	gene	312				
OEILGKOC_00217	CDS	312				hypothetical protein
OEILGKOC_00218	gene	633				
OEILGKOC_00218	CDS	633				hypothetical protein
OEILGKOC_00219	gene	165				
OEILGKOC_00219	CDS	165				hypothetical protein
OEILGKOC_00220	gene	801				
OEILGKOC_00220	CDS	801				hypothetical protein
OEILGKOC_00221	gene	420				
OEILGKOC_00221	CDS	420				hypothetical protein
OEILGKOC_00222	gene	486				
OEILGKOC_00222	CDS	486				hypothetical protein
OEILGKOC_00223	gene	957				
OEILGKOC_00223	CDS	957				hypothetical protein
OEILGKOC_00224	gene	456				
OEILGKOC_00224	CDS	456				hypothetical protein
OEILGKOC_00225	gene	369				
OEILGKOC_00225	CDS	369				hypothetical protein
OEILGKOC_00226	gene	2181				
OEILGKOC_00226	CDS	2181				hypothetical protein
OEILGKOC_00227	gene	1413				
OEILGKOC_00227	CDS	1413				hypothetical protein
OEILGKOC_00228	gene	627				
OEILGKOC_00228	CDS	627				hypothetical protein
OEILGKOC_00229	gene	885				
OEILGKOC_00229	CDS	885				hypothetical protein
OEILGKOC_00230	gene	459				
OEILGKOC_00230	CDS	459				hypothetical protein
OEILGKOC_00231	gene	4035				
OEILGKOC_00231	CDS	4035				hypothetical protein
OEILGKOC_00232	gene	1077				
OEILGKOC_00232	CDS	1077				hypothetical protein
OEILGKOC_00233	gene	309				
OEILGKOC_00233	CDS	309				hypothetical protein
OEILGKOC_00234	gene	681				
OEILGKOC_00234	CDS	681				hypothetical protein
OEILGKOC_00235	gene	258				
OEILGKOC_00235	CDS	258				hypothetical protein
OEILGKOC_00236	gene	1161				
OEILGKOC_00236	CDS	1161				hypothetical protein
OEILGKOC_00237	gene	1788				
OEILGKOC_00237	CDS	1788				hypothetical protein
OEILGKOC_00238	gene	4200				
OEILGKOC_00238	CDS	4200				hypothetical protein
OEILGKOC_00239	gene	4341				
OEILGKOC_00239	CDS	4341				hypothetical protein
OEILGKOC_00240	gene	522				
OEILGKOC_00240	CDS	522				hypothetical protein
OEILGKOC_00241	gene	2757				
OEILGKOC_00241	CDS	2757				hypothetical protein
OEILGKOC_00242	gene	1161				
OEILGKOC_00242	CDS	1161				hypothetical protein
OEILGKOC_00243	gene	77				
OEILGKOC_00243	tRNA	77				tRNA-Met(cat)
OEILGKOC_00244	gene	102				
OEILGKOC_00244	rRNA	102				5S ribosomal RNA
OEILGKOC_00245	gene	2891				
OEILGKOC_00245	rRNA	2891				23S ribosomal RNA
OEILGKOC_00246	gene	192				
OEILGKOC_00246	CDS	192				hypothetical protein
OEILGKOC_00247	gene	76				
OEILGKOC_00247	tRNA	76				tRNA-Ala(tgc)
OEILGKOC_00248	gene	77				
OEILGKOC_00248	tRNA	77				tRNA-Ile(gat)
OEILGKOC_00249	gene	1462				
OEILGKOC_00249	rRNA	1462				16S ribosomal RNA
OEILGKOC_00250	gene	735				
OEILGKOC_00250	CDS	735				hypothetical protein
OEILGKOC_00251	gene	930	tyrC			
OEILGKOC_00251	CDS	930	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
OEILGKOC_00252	gene	1101	hisC_1			
OEILGKOC_00252	CDS	1101	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
OEILGKOC_00253	gene	990	cntI_1			
OEILGKOC_00253	CDS	990	cntI_1			Pseudopaline exporter CntI
OEILGKOC_00254	gene	753	ygfZ			
OEILGKOC_00254	CDS	753	ygfZ			tRNA-modifying protein YgfZ
OEILGKOC_00255	gene	912				
OEILGKOC_00255	CDS	912				hypothetical protein
OEILGKOC_00256	gene	468				
OEILGKOC_00256	CDS	468				hypothetical protein
OEILGKOC_00257	gene	324				
OEILGKOC_00257	CDS	324				hypothetical protein
OEILGKOC_00258	gene	384				
OEILGKOC_00258	CDS	384				hypothetical protein
OEILGKOC_00259	gene	1410	pepA_1			
OEILGKOC_00259	CDS	1410	pepA_1	3.4.11.10		cytosol aminopeptidase
OEILGKOC_00260	gene	825				
OEILGKOC_00260	CDS	825				hypothetical protein
OEILGKOC_00261	gene	2436	hrpB			
OEILGKOC_00261	CDS	2436	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OEILGKOC_00262	gene	465				
OEILGKOC_00262	CDS	465				hypothetical protein
OEILGKOC_00263	gene	1650	ndhB_1			
OEILGKOC_00263	CDS	1650	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OEILGKOC_00264	gene	1464	ndhB_2			
OEILGKOC_00264	CDS	1464	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OEILGKOC_00265	gene	1470	mrpD_1			
OEILGKOC_00265	CDS	1470	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
OEILGKOC_00266	gene	303				
OEILGKOC_00266	CDS	303				hypothetical protein
OEILGKOC_00267	gene	927				
OEILGKOC_00267	CDS	927				hypothetical protein
OEILGKOC_00268	gene	285				
OEILGKOC_00268	CDS	285				hypothetical protein
OEILGKOC_00269	gene	327				
OEILGKOC_00269	CDS	327				hypothetical protein
OEILGKOC_00270	gene	489				
OEILGKOC_00270	CDS	489				hypothetical protein
OEILGKOC_00271	gene	570	pdxH_1			
OEILGKOC_00271	CDS	570	pdxH_1	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
OEILGKOC_00272	gene	213				
OEILGKOC_00272	CDS	213				hypothetical protein
OEILGKOC_00273	gene	645				
