locus_tag	ftype	length_bp	gene	EC_number	COG	product
EOMLKCNM_00019	CDS	1338	petB		COG1290	Cytochrome b
EOMLKCNM_00020	gene	852	petC			
EOMLKCNM_00020	CDS	852	petC		COG2857	Cytochrome c1
EOMLKCNM_00021	gene	693	thiQ_1			
EOMLKCNM_00021	CDS	693	thiQ_1	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
EOMLKCNM_00022	gene	1542				
EOMLKCNM_00022	CDS	1542				hypothetical protein
EOMLKCNM_00023	gene	981	thiB			
EOMLKCNM_00023	CDS	981	thiB		COG4143	Thiamine-binding periplasmic protein
EOMLKCNM_00024	gene	1101	aroC			
EOMLKCNM_00024	CDS	1101	aroC	4.2.3.5		Chorismate synthase
EOMLKCNM_00025	gene	873				
EOMLKCNM_00025	CDS	873				hypothetical protein
EOMLKCNM_00026	gene	288	hup			
EOMLKCNM_00026	CDS	288	hup			DNA-binding protein HU
EOMLKCNM_00027	gene	1482	amn			
EOMLKCNM_00027	CDS	1482	amn	3.2.2.4	COG0775	AMP nucleosidase
EOMLKCNM_00028	gene	837				
EOMLKCNM_00028	CDS	837				hypothetical protein
EOMLKCNM_00029	gene	1914	dxs_1			
EOMLKCNM_00029	CDS	1914	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EOMLKCNM_00030	gene	870	ispA			
EOMLKCNM_00030	CDS	870	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
EOMLKCNM_00031	gene	240	xseB			
EOMLKCNM_00031	CDS	240	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EOMLKCNM_00032	gene	927				
EOMLKCNM_00032	CDS	927		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
EOMLKCNM_00033	gene	699	ompR			
EOMLKCNM_00033	CDS	699	ompR			Transcriptional regulatory protein OmpR
EOMLKCNM_00034	gene	510				
EOMLKCNM_00034	CDS	510				hypothetical protein
EOMLKCNM_00035	gene	867	ilvE_1			
EOMLKCNM_00035	CDS	867	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EOMLKCNM_00036	gene	171				
EOMLKCNM_00036	CDS	171				hypothetical protein
EOMLKCNM_00037	gene	414				
EOMLKCNM_00037	CDS	414				hypothetical protein
EOMLKCNM_00038	gene	1029	queG			
EOMLKCNM_00038	CDS	1029	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EOMLKCNM_00039	gene	666	fzlA			
EOMLKCNM_00039	CDS	666	fzlA			FtsZ-localized protein A
EOMLKCNM_00040	gene	729	mtgA_1			
EOMLKCNM_00040	CDS	729	mtgA_1	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
EOMLKCNM_00041	gene	4539	gltB			
EOMLKCNM_00041	CDS	4539	gltB	1.4.1.13		Glutamate synthase [NADPH] large chain
EOMLKCNM_00042	gene	438				
EOMLKCNM_00042	CDS	438				hypothetical protein
EOMLKCNM_00043	gene	723				
EOMLKCNM_00043	CDS	723				hypothetical protein
EOMLKCNM_00044	gene	1437	gltD			
EOMLKCNM_00044	CDS	1437	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
EOMLKCNM_00045	gene	807	uppP			
EOMLKCNM_00045	CDS	807	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
EOMLKCNM_00046	gene	987				
EOMLKCNM_00046	CDS	987				hypothetical protein
EOMLKCNM_00047	gene	85				
EOMLKCNM_00047	tRNA	85				tRNA-Leu(cag)
EOMLKCNM_00048	gene	615	rnd_1			
EOMLKCNM_00048	CDS	615	rnd_1	3.1.13.5		Ribonuclease D
EOMLKCNM_00049	gene	966	kdsD			
EOMLKCNM_00049	CDS	966	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EOMLKCNM_00050	gene	609				
EOMLKCNM_00050	CDS	609				hypothetical protein
EOMLKCNM_00051	gene	486	lptA			
EOMLKCNM_00051	CDS	486	lptA			Lipopolysaccharide export system protein LptA
EOMLKCNM_00052	gene	765	lptB_1			
EOMLKCNM_00052	CDS	765	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EOMLKCNM_00053	gene	576	yvyD			
EOMLKCNM_00053	CDS	576	yvyD		COG1544	Ribosome hibernation promotion factor
EOMLKCNM_00054	gene	465	ptsN			
EOMLKCNM_00054	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
EOMLKCNM_00055	gene	1410				
EOMLKCNM_00055	CDS	1410				hypothetical protein
EOMLKCNM_00056	gene	1698				
EOMLKCNM_00056	CDS	1698				hypothetical protein
EOMLKCNM_00057	gene	1011				
EOMLKCNM_00057	CDS	1011				hypothetical protein
EOMLKCNM_00058	gene	1212				
EOMLKCNM_00058	CDS	1212				hypothetical protein
EOMLKCNM_00059	gene	894	gtaB_1			
EOMLKCNM_00059	CDS	894	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EOMLKCNM_00060	gene	1212				
EOMLKCNM_00060	CDS	1212				hypothetical protein
EOMLKCNM_00061	gene	798	kdsB			
EOMLKCNM_00061	CDS	798	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
EOMLKCNM_00062	gene	795	cysQ			
EOMLKCNM_00062	CDS	795	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
EOMLKCNM_00063	gene	816				
EOMLKCNM_00063	CDS	816				hypothetical protein
EOMLKCNM_00064	gene	615	rimP			
EOMLKCNM_00064	CDS	615	rimP			Ribosome maturation factor RimP
EOMLKCNM_00065	gene	1605	nusA			
EOMLKCNM_00065	CDS	1605	nusA		COG0195	Transcription termination/antitermination protein NusA
EOMLKCNM_00066	gene	663				
EOMLKCNM_00066	CDS	663				hypothetical protein
EOMLKCNM_00067	gene	2529	infB			
EOMLKCNM_00067	CDS	2529	infB		COG0532	Translation initiation factor IF-2
EOMLKCNM_00068	gene	141				
EOMLKCNM_00068	CDS	141				hypothetical protein
EOMLKCNM_00069	gene	399	nudG			
EOMLKCNM_00069	CDS	399	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
EOMLKCNM_00070	gene	1329	argJ			
EOMLKCNM_00070	CDS	1329	argJ			Arginine biosynthesis bifunctional protein ArgJ
EOMLKCNM_00071	gene	858				
EOMLKCNM_00071	CDS	858		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
EOMLKCNM_00072	gene	2721	secA_1			
EOMLKCNM_00072	CDS	2721	secA_1		COG0653	Protein translocase subunit SecA
EOMLKCNM_00073	gene	1491				
EOMLKCNM_00073	CDS	1491				hypothetical protein
EOMLKCNM_00074	gene	762				
EOMLKCNM_00074	CDS	762				hypothetical protein
EOMLKCNM_00075	gene	1146	dnaJ			
EOMLKCNM_00075	CDS	1146	dnaJ		COG0484	Chaperone protein DnaJ
EOMLKCNM_00076	gene	1905	dnaK_1			
EOMLKCNM_00076	CDS	1905	dnaK_1			Chaperone protein DnaK
EOMLKCNM_00077	gene	969	pip			
EOMLKCNM_00077	CDS	969	pip	3.4.11.5		Proline iminopeptidase
EOMLKCNM_00078	gene	741	ubiG			
EOMLKCNM_00078	CDS	741	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
EOMLKCNM_00079	gene	1029	gpr			
EOMLKCNM_00079	CDS	1029	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
EOMLKCNM_00080	gene	180				
EOMLKCNM_00080	CDS	180				hypothetical protein
EOMLKCNM_00081	gene	1302	xylA			
EOMLKCNM_00081	CDS	1302	xylA	5.3.1.5		Xylose isomerase
EOMLKCNM_00082	gene	1437	xylB_1			
EOMLKCNM_00082	CDS	1437	xylB_1	2.7.1.17	COG1070	Xylulose kinase
EOMLKCNM_00083	gene	774	frcA_1			
EOMLKCNM_00083	CDS	774	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
EOMLKCNM_00084	gene	600				
EOMLKCNM_00084	CDS	600				hypothetical protein
EOMLKCNM_00085	gene	723				
EOMLKCNM_00085	CDS	723				hypothetical protein
EOMLKCNM_00086	gene	1026	xylF			
EOMLKCNM_00086	CDS	1026	xylF		COG4213	D-xylose-binding periplasmic protein
EOMLKCNM_00087	gene	1269	nagC_1			
EOMLKCNM_00087	CDS	1269	nagC_1		COG1940	N-acetylglucosamine repressor
EOMLKCNM_00088	gene	1809	bamA_1			
EOMLKCNM_00088	CDS	1809	bamA_1			Outer membrane protein assembly factor BamA
EOMLKCNM_00089	gene	3840				
EOMLKCNM_00089	CDS	3840				hypothetical protein
EOMLKCNM_00090	gene	756				
EOMLKCNM_00090	CDS	756				hypothetical protein
EOMLKCNM_00091	gene	252				
EOMLKCNM_00091	CDS	252				hypothetical protein
EOMLKCNM_00092	gene	657				
EOMLKCNM_00092	CDS	657				hypothetical protein
EOMLKCNM_00093	gene	2157				
EOMLKCNM_00093	CDS	2157				hypothetical protein
EOMLKCNM_00094	gene	1890				
EOMLKCNM_00094	CDS	1890				hypothetical protein
EOMLKCNM_00095	gene	612	wcaJ			
EOMLKCNM_00095	CDS	612	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EOMLKCNM_00096	gene	825				
EOMLKCNM_00096	CDS	825				hypothetical protein
EOMLKCNM_00097	gene	441				
EOMLKCNM_00097	CDS	441				hypothetical protein
EOMLKCNM_00098	gene	258	grxC			
EOMLKCNM_00098	CDS	258	grxC		COG0695	Glutaredoxin 3
EOMLKCNM_00099	gene	723				
EOMLKCNM_00099	CDS	723				hypothetical protein
EOMLKCNM_00100	gene	813				
EOMLKCNM_00100	CDS	813				hypothetical protein
EOMLKCNM_00101	gene	1104	hemH			
EOMLKCNM_00101	CDS	1104	hemH	4.99.1.1	COG0276	Ferrochelatase
EOMLKCNM_00102	gene	180				
EOMLKCNM_00102	CDS	180				hypothetical protein
EOMLKCNM_00103	gene	603				
EOMLKCNM_00103	CDS	603				hypothetical protein
EOMLKCNM_00104	gene	543				
EOMLKCNM_00104	CDS	543				hypothetical protein
EOMLKCNM_00105	gene	498				
EOMLKCNM_00105	CDS	498				hypothetical protein
EOMLKCNM_00106	gene	1239	rlmD			
EOMLKCNM_00106	CDS	1239	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EOMLKCNM_00107	gene	1845				
EOMLKCNM_00107	CDS	1845		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EOMLKCNM_00108	gene	1845				
EOMLKCNM_00108	CDS	1845		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EOMLKCNM_00109	gene	1143	cca			
EOMLKCNM_00109	CDS	1143	cca	2.7.7.72		CCA-adding enzyme
EOMLKCNM_00110	gene	591	nudL			
EOMLKCNM_00110	CDS	591	nudL	3.6.1.-		putative Nudix hydrolase NudL
EOMLKCNM_00111	gene	1017	hslO			
EOMLKCNM_00111	CDS	1017	hslO		COG1281	33 kDa chaperonin
EOMLKCNM_00112	gene	447				
EOMLKCNM_00112	CDS	447				hypothetical protein
EOMLKCNM_00113	gene	1257	rcsC_1			
EOMLKCNM_00113	CDS	1257	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EOMLKCNM_00114	gene	378				
EOMLKCNM_00114	CDS	378				hypothetical protein
EOMLKCNM_00115	gene	1248	ilvA			
EOMLKCNM_00115	CDS	1248	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EOMLKCNM_00116	gene	1227	argG			
EOMLKCNM_00116	CDS	1227	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EOMLKCNM_00117	gene	690				
EOMLKCNM_00117	CDS	690				hypothetical protein
EOMLKCNM_00118	gene	723				
EOMLKCNM_00118	CDS	723				hypothetical protein
EOMLKCNM_00119	gene	900	ilvE_2			
EOMLKCNM_00119	CDS	900	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EOMLKCNM_00120	gene	624	msrA2			
EOMLKCNM_00120	CDS	624	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
EOMLKCNM_00121	gene	861	rbsK			
EOMLKCNM_00121	CDS	861	rbsK	2.7.1.15	COG0524	Ribokinase
EOMLKCNM_00122	gene	2256	tme			
EOMLKCNM_00122	CDS	2256	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
EOMLKCNM_00123	gene	2601	mutS			
EOMLKCNM_00123	CDS	2601	mutS		COG0249	DNA mismatch repair protein MutS
EOMLKCNM_00124	gene	546	grpE			
EOMLKCNM_00124	CDS	546	grpE		COG0576	Protein GrpE
EOMLKCNM_00125	gene	1071	hrcA			
EOMLKCNM_00125	CDS	1071	hrcA		COG1420	Heat-inducible transcription repressor HrcA
EOMLKCNM_00126	gene	714	rph			
EOMLKCNM_00126	CDS	714	rph	2.7.7.56	COG0689	Ribonuclease PH
EOMLKCNM_00127	gene	609				
EOMLKCNM_00127	CDS	609		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EOMLKCNM_00128	gene	336	rutC			
EOMLKCNM_00128	CDS	336	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
EOMLKCNM_00129	gene	1158	hemW			
EOMLKCNM_00129	CDS	1158	hemW		COG0635	Heme chaperone HemW
EOMLKCNM_00130	gene	354	ybaN			
EOMLKCNM_00130	CDS	354	ybaN		COG2832	Inner membrane protein YbaN
EOMLKCNM_00131	gene	906	parB			
EOMLKCNM_00131	CDS	906	parB			Chromosome-partitioning protein ParB
EOMLKCNM_00132	gene	828	parA			
EOMLKCNM_00132	CDS	828	parA			Chromosome partitioning protein ParA
EOMLKCNM_00133	gene	627	rsmG			
EOMLKCNM_00133	CDS	627	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
EOMLKCNM_00134	gene	1866	mnmG			
EOMLKCNM_00134	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EOMLKCNM_00135	gene	1287	mnmE			
EOMLKCNM_00135	CDS	1287	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EOMLKCNM_00136	gene	1272	rho			
EOMLKCNM_00136	CDS	1272	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EOMLKCNM_00137	gene	450				
EOMLKCNM_00137	CDS	450				hypothetical protein
EOMLKCNM_00138	gene	723	yceF			
EOMLKCNM_00138	CDS	723	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
EOMLKCNM_00139	gene	840	aroE_1			
EOMLKCNM_00139	CDS	840	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EOMLKCNM_00140	gene	588	coaE			
EOMLKCNM_00140	CDS	588	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EOMLKCNM_00141	gene	696	dnaQ			
EOMLKCNM_00141	CDS	696	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EOMLKCNM_00142	gene	507	secB			
EOMLKCNM_00142	CDS	507	secB		COG1952	Protein-export protein SecB
EOMLKCNM_00143	gene	477				
EOMLKCNM_00143	CDS	477				hypothetical protein
EOMLKCNM_00144	gene	660				
EOMLKCNM_00144	CDS	660				hypothetical protein
EOMLKCNM_00145	gene	1026	mltA			
EOMLKCNM_00145	CDS	1026	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
EOMLKCNM_00146	gene	606				
EOMLKCNM_00146	CDS	606				hypothetical protein
EOMLKCNM_00147	gene	1224				
EOMLKCNM_00147	CDS	1224				hypothetical protein
EOMLKCNM_00148	gene	1302	hslU			
EOMLKCNM_00148	CDS	1302	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EOMLKCNM_00149	gene	558	hslV			
EOMLKCNM_00149	CDS	558	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EOMLKCNM_00150	gene	909				
EOMLKCNM_00150	CDS	909				hypothetical protein
EOMLKCNM_00151	gene	321	trxA			
EOMLKCNM_00151	CDS	321	trxA		COG0526	Thioredoxin
EOMLKCNM_00152	gene	507				
EOMLKCNM_00152	CDS	507				hypothetical protein
EOMLKCNM_00153	gene	447	dsbB			
EOMLKCNM_00153	CDS	447	dsbB			Disulfide bond formation protein B
EOMLKCNM_00154	gene	843				
EOMLKCNM_00154	CDS	843			COG2321	putative protein
EOMLKCNM_00155	gene	84				
EOMLKCNM_00155	tRNA	84				tRNA-Leu(caa)
EOMLKCNM_00156	gene	1320				
EOMLKCNM_00156	CDS	1320				hypothetical protein
EOMLKCNM_00157	gene	1164	ydhP			
EOMLKCNM_00157	CDS	1164	ydhP		COG2814	Inner membrane transport protein YdhP
EOMLKCNM_00158	gene	825	dkgB			
EOMLKCNM_00158	CDS	825	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
EOMLKCNM_00159	gene	912	dmlR_1			
EOMLKCNM_00159	CDS	912	dmlR_1			HTH-type transcriptional regulator DmlR
EOMLKCNM_00160	gene	74				
EOMLKCNM_00160	tRNA	74				tRNA-Thr(tgt)
EOMLKCNM_00161	gene	540				
EOMLKCNM_00161	CDS	540				hypothetical protein
EOMLKCNM_00162	gene	1191	lhgD_1			
EOMLKCNM_00162	CDS	1191	lhgD_1	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
EOMLKCNM_00163	gene	1431				
EOMLKCNM_00163	CDS	1431				hypothetical protein
EOMLKCNM_00164	gene	591	mobA_1			
EOMLKCNM_00164	CDS	591	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
EOMLKCNM_00165	gene	2418	abo_1			
EOMLKCNM_00165	CDS	2418	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
EOMLKCNM_00166	gene	240				
EOMLKCNM_00166	CDS	240				hypothetical protein
EOMLKCNM_00167	gene	1299				
EOMLKCNM_00167	CDS	1299				hypothetical protein
EOMLKCNM_00168	gene	91				
EOMLKCNM_00168	tRNA	91				tRNA-Gly(acc)
EOMLKCNM_00169	gene	711	livF_1			
EOMLKCNM_00169	CDS	711	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EOMLKCNM_00170	gene	783	lptB_2			
EOMLKCNM_00170	CDS	783	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EOMLKCNM_00171	gene	1185	livK			
EOMLKCNM_00171	CDS	1185	livK		COG0683	Leucine-specific-binding protein
EOMLKCNM_00172	gene	1017	cdhR_1			
EOMLKCNM_00172	CDS	1017	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
EOMLKCNM_00173	gene	1371	aroH			
EOMLKCNM_00173	CDS	1371	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
EOMLKCNM_00174	gene	642				
EOMLKCNM_00174	CDS	642				hypothetical protein
EOMLKCNM_00175	gene	891				
EOMLKCNM_00175	CDS	891				hypothetical protein
EOMLKCNM_00176	gene	648	gmk			
EOMLKCNM_00176	CDS	648	gmk	2.7.4.8	COG0194	Guanylate kinase
EOMLKCNM_00177	gene	519	yrdA			
EOMLKCNM_00177	CDS	519	yrdA		COG0663	Protein YrdA
EOMLKCNM_00178	gene	1830	uup			
EOMLKCNM_00178	CDS	1830	uup		COG0488	ABC transporter ATP-binding protein uup
EOMLKCNM_00179	gene	597				
EOMLKCNM_00179	CDS	597				hypothetical protein
EOMLKCNM_00180	gene	1389	cysS			
EOMLKCNM_00180	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EOMLKCNM_00181	gene	1665	cimA			
EOMLKCNM_00181	CDS	1665	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
EOMLKCNM_00182	gene	717				
EOMLKCNM_00182	CDS	717				hypothetical protein
EOMLKCNM_00183	gene	768				
EOMLKCNM_00183	CDS	768				hypothetical protein
EOMLKCNM_00184	gene	1221	rfnT			
EOMLKCNM_00184	CDS	1221	rfnT			Riboflavin transporter RfnT
EOMLKCNM_00185	gene	630				
EOMLKCNM_00185	CDS	630				hypothetical protein
EOMLKCNM_00186	gene	660				
EOMLKCNM_00186	CDS	660				hypothetical protein
EOMLKCNM_00187	gene	585				
EOMLKCNM_00187	CDS	585				hypothetical protein
EOMLKCNM_00188	gene	942	dusA			
EOMLKCNM_00188	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
EOMLKCNM_00189	gene	1191	bcr_1			
EOMLKCNM_00189	CDS	1191	bcr_1			Bicyclomycin resistance protein
EOMLKCNM_00190	gene	369	grxD			
EOMLKCNM_00190	CDS	369	grxD		COG0278	Glutaredoxin 4
EOMLKCNM_00191	gene	243				
EOMLKCNM_00191	CDS	243			COG0271	putative protein RP812
EOMLKCNM_00192	gene	486				
EOMLKCNM_00192	CDS	486				hypothetical protein
EOMLKCNM_00193	gene	2160	purL			
EOMLKCNM_00193	CDS	2160	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
EOMLKCNM_00194	gene	894	dmlR_2			
EOMLKCNM_00194	CDS	894	dmlR_2			HTH-type transcriptional regulator DmlR
EOMLKCNM_00195	gene	3390				
EOMLKCNM_00195	CDS	3390				hypothetical protein
EOMLKCNM_00196	gene	813	murI			
EOMLKCNM_00196	CDS	813	murI	5.1.1.3		Glutamate racemase
EOMLKCNM_00197	gene	1029	argC			
EOMLKCNM_00197	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
EOMLKCNM_00198	gene	456	ccmE			
EOMLKCNM_00198	CDS	456	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
EOMLKCNM_00199	gene	612				
EOMLKCNM_00199	CDS	612				hypothetical protein
EOMLKCNM_00200	gene	477				
EOMLKCNM_00200	CDS	477				hypothetical protein
EOMLKCNM_00201	gene	1743	argS			
EOMLKCNM_00201	CDS	1743	argS	6.1.1.19		Arginine--tRNA ligase
EOMLKCNM_00202	gene	1005				
EOMLKCNM_00202	CDS	1005				hypothetical protein
EOMLKCNM_00203	gene	1014	nagZ			
EOMLKCNM_00203	CDS	1014	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
EOMLKCNM_00204	gene	789	scpA			
EOMLKCNM_00204	CDS	789	scpA			Segregation and condensation protein A
EOMLKCNM_00205	gene	636	scpB			
EOMLKCNM_00205	CDS	636	scpB			Segregation and condensation protein B
EOMLKCNM_00206	gene	186				
EOMLKCNM_00206	CDS	186				hypothetical protein
EOMLKCNM_00207	gene	1086	dcd			
EOMLKCNM_00207	CDS	1086	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
EOMLKCNM_00208	gene	78				
EOMLKCNM_00208	tRNA	78				tRNA-Pro(ggg)
EOMLKCNM_00209	gene	819				
EOMLKCNM_00209	CDS	819				hypothetical protein
EOMLKCNM_00210	gene	303	ihfA			
EOMLKCNM_00210	CDS	303	ihfA		COG0776	Integration host factor subunit alpha
EOMLKCNM_00211	gene	972	fabH			
EOMLKCNM_00211	CDS	972	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EOMLKCNM_00212	gene	1119	plsX			
EOMLKCNM_00212	CDS	1119	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
EOMLKCNM_00213	gene	207	rpmF			
EOMLKCNM_00213	CDS	207	rpmF		COG0333	50S ribosomal protein L32
EOMLKCNM_00214	gene	585				
EOMLKCNM_00214	CDS	585				hypothetical protein
EOMLKCNM_00215	gene	522				
EOMLKCNM_00215	CDS	522				hypothetical protein
EOMLKCNM_00216	gene	396	msrB_1			
EOMLKCNM_00216	CDS	396	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
EOMLKCNM_00217	gene	738				
EOMLKCNM_00217	CDS	738				hypothetical protein
EOMLKCNM_00218	gene	1116	iolG_1			
EOMLKCNM_00218	CDS	1116	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EOMLKCNM_00219	gene	840	murR			
EOMLKCNM_00219	CDS	840	murR			HTH-type transcriptional regulator MurR
EOMLKCNM_00220	gene	1908	iolC			
EOMLKCNM_00220	CDS	1908	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
EOMLKCNM_00221	gene	1830	iolD			
EOMLKCNM_00221	CDS	1830	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
EOMLKCNM_00222	gene	906	iolE_1			
EOMLKCNM_00222	CDS	906	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
EOMLKCNM_00223	gene	807	iolB			
EOMLKCNM_00223	CDS	807	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
EOMLKCNM_00224	gene	1041	sasA_1			
EOMLKCNM_00224	CDS	1041	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EOMLKCNM_00225	gene	486	rihA_1			
EOMLKCNM_00225	CDS	486	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
EOMLKCNM_00226	gene	444	rihA_2			
EOMLKCNM_00226	CDS	444	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
EOMLKCNM_00227	gene	1005	futA1			
EOMLKCNM_00227	CDS	1005	futA1			Iron uptake protein A1
EOMLKCNM_00228	gene	876	mazG			
