locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMJDCPAI_00061	CDS	1107	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
BMJDCPAI_00062	gene	1395	ntrC			
BMJDCPAI_00062	CDS	1395	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
BMJDCPAI_00063	gene	2262	sasA_1			
BMJDCPAI_00063	CDS	2262	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
BMJDCPAI_00064	gene	1377	atoC			
BMJDCPAI_00064	CDS	1377	atoC		COG2204	Regulatory protein AtoC
BMJDCPAI_00065	gene	1377	trkA			
BMJDCPAI_00065	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
BMJDCPAI_00066	gene	1521	trkG			
BMJDCPAI_00066	CDS	1521	trkG		COG0168	Trk system potassium uptake protein TrkG
BMJDCPAI_00067	gene	234	hfq			
BMJDCPAI_00067	CDS	234	hfq		COG1923	RNA-binding protein Hfq
BMJDCPAI_00068	gene	1308	hflX			
BMJDCPAI_00068	CDS	1308	hflX			GTPase HflX
BMJDCPAI_00069	gene	855				
BMJDCPAI_00069	CDS	855				hypothetical protein
BMJDCPAI_00070	gene	237	tatA			
BMJDCPAI_00070	CDS	237	tatA			Sec-independent protein translocase protein TatA
BMJDCPAI_00071	gene	552	tatB			
BMJDCPAI_00071	CDS	552	tatB			Sec-independent protein translocase protein TatB
BMJDCPAI_00072	gene	879	tatC			
BMJDCPAI_00072	CDS	879	tatC		COG0805	Sec-independent protein translocase protein TatC
BMJDCPAI_00073	gene	855				
BMJDCPAI_00073	CDS	855				hypothetical protein
BMJDCPAI_00074	gene	3441	putA			
BMJDCPAI_00074	CDS	3441	putA		COG0506	Bifunctional protein PutA
BMJDCPAI_00075	gene	471	lrp_1			
BMJDCPAI_00075	CDS	471	lrp_1		COG1522	Leucine-responsive regulatory protein
BMJDCPAI_00076	gene	507				
BMJDCPAI_00076	CDS	507				hypothetical protein
BMJDCPAI_00077	gene	258				
BMJDCPAI_00077	CDS	258				hypothetical protein
BMJDCPAI_00078	gene	876				
BMJDCPAI_00078	CDS	876				hypothetical protein
BMJDCPAI_00079	gene	465				
BMJDCPAI_00079	CDS	465				hypothetical protein
BMJDCPAI_00080	gene	1212	hemA_1			
BMJDCPAI_00080	CDS	1212	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
BMJDCPAI_00081	gene	801				
BMJDCPAI_00081	CDS	801				hypothetical protein
BMJDCPAI_00082	gene	1095				
BMJDCPAI_00082	CDS	1095				hypothetical protein
BMJDCPAI_00083	gene	297				
BMJDCPAI_00083	CDS	297				hypothetical protein
BMJDCPAI_00084	gene	477				
BMJDCPAI_00084	CDS	477				hypothetical protein
BMJDCPAI_00085	gene	648				
BMJDCPAI_00085	CDS	648				hypothetical protein
BMJDCPAI_00086	gene	795	puhA			
BMJDCPAI_00086	CDS	795	puhA			Reaction center protein H chain
BMJDCPAI_00087	gene	1434	pucC_1			
BMJDCPAI_00087	CDS	1434	pucC_1			Protein PucC
BMJDCPAI_00088	gene	678	bchM			
BMJDCPAI_00088	CDS	678	bchM	2.1.1.11	COG2227	Magnesium-protoporphyrin O-methyltransferase
BMJDCPAI_00089	gene	897	bchL			
BMJDCPAI_00089	CDS	897	bchL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
BMJDCPAI_00090	gene	3555				
BMJDCPAI_00090	CDS	3555				hypothetical protein
BMJDCPAI_00091	gene	1578	bchB			
BMJDCPAI_00091	CDS	1578	bchB	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit B
BMJDCPAI_00092	gene	1293	bchN			
BMJDCPAI_00092	CDS	1293	bchN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
BMJDCPAI_00093	gene	483				
BMJDCPAI_00093	CDS	483				hypothetical protein
BMJDCPAI_00094	gene	837				
BMJDCPAI_00094	CDS	837				hypothetical protein
BMJDCPAI_00095	gene	1428				
BMJDCPAI_00095	CDS	1428				hypothetical protein
BMJDCPAI_00096	gene	1692	bchE			
BMJDCPAI_00096	CDS	1692	bchE	1.21.98.3	COG1032	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
BMJDCPAI_00097	gene	594				
BMJDCPAI_00097	CDS	594				hypothetical protein
BMJDCPAI_00098	gene	897	menA			
BMJDCPAI_00098	CDS	897	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
BMJDCPAI_00099	gene	1272	pucC_2			
BMJDCPAI_00099	CDS	1272	pucC_2			Protein PucC
BMJDCPAI_00100	gene	1182				
BMJDCPAI_00100	CDS	1182				hypothetical protein
BMJDCPAI_00101	gene	558	idi			
BMJDCPAI_00101	CDS	558	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
BMJDCPAI_00102	gene	459	tspO			
BMJDCPAI_00102	CDS	459	tspO		COG3476	Tryptophan-rich sensory protein
BMJDCPAI_00103	gene	1035				
BMJDCPAI_00103	CDS	1035				hypothetical protein
BMJDCPAI_00104	gene	1542	crtI			
BMJDCPAI_00104	CDS	1542	crtI	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
BMJDCPAI_00105	gene	705	crtA			
BMJDCPAI_00105	CDS	705	crtA	1.14.15.9		Spheroidene monooxygenase
BMJDCPAI_00106	gene	1002	bchI			
BMJDCPAI_00106	CDS	1002	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
BMJDCPAI_00107	gene	1722	bchD			
BMJDCPAI_00107	CDS	1722	bchD	6.6.1.1	COG1240	Magnesium-chelatase 60 kDa subunit
BMJDCPAI_00108	gene	894	dhmA			
BMJDCPAI_00108	CDS	894	dhmA	3.8.1.5	COG0596	Haloalkane dehalogenase
BMJDCPAI_00109	gene	399				
BMJDCPAI_00109	CDS	399				hypothetical protein
BMJDCPAI_00110	gene	774	puuD			
BMJDCPAI_00110	CDS	774	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
BMJDCPAI_00111	gene	855	ymdB			
BMJDCPAI_00111	CDS	855	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
BMJDCPAI_00112	gene	504				
BMJDCPAI_00112	CDS	504				hypothetical protein
BMJDCPAI_00113	gene	1005	moaA			
BMJDCPAI_00113	CDS	1005	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
BMJDCPAI_00114	gene	945				
BMJDCPAI_00114	CDS	945				hypothetical protein
BMJDCPAI_00115	gene	600	cmk			
BMJDCPAI_00115	CDS	600	cmk	2.7.4.25	COG0283	Cytidylate kinase
BMJDCPAI_00116	gene	696				
BMJDCPAI_00116	CDS	696				hypothetical protein
BMJDCPAI_00117	gene	780	rlmJ			
BMJDCPAI_00117	CDS	780	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
BMJDCPAI_00118	gene	1680	rpsA			
BMJDCPAI_00118	CDS	1680	rpsA		COG0539	30S ribosomal protein S1
BMJDCPAI_00119	gene	882	panS			
BMJDCPAI_00119	CDS	882	panS		COG0385	Pantothenate precursors transporter PanS
BMJDCPAI_00120	gene	1725	fadD			
BMJDCPAI_00120	CDS	1725	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BMJDCPAI_00121	gene	216				
BMJDCPAI_00121	CDS	216				hypothetical protein
BMJDCPAI_00122	gene	945				
BMJDCPAI_00122	CDS	945				hypothetical protein
BMJDCPAI_00123	gene	465	ptsN			
BMJDCPAI_00123	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
BMJDCPAI_00124	gene	570	yvyD			
BMJDCPAI_00124	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
BMJDCPAI_00125	gene	762	lptB_1			
BMJDCPAI_00125	CDS	762	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BMJDCPAI_00126	gene	513	lptA			
BMJDCPAI_00126	CDS	513	lptA			Lipopolysaccharide export system protein LptA
BMJDCPAI_00127	gene	612				
BMJDCPAI_00127	CDS	612				hypothetical protein
BMJDCPAI_00128	gene	612	rnd_1			
BMJDCPAI_00128	CDS	612	rnd_1	3.1.13.5		Ribonuclease D
BMJDCPAI_00129	gene	681				
BMJDCPAI_00129	CDS	681				hypothetical protein
BMJDCPAI_00130	gene	201				
BMJDCPAI_00130	CDS	201				hypothetical protein
BMJDCPAI_00131	gene	990	paoD			
BMJDCPAI_00131	CDS	990	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
BMJDCPAI_00132	gene	1005				
BMJDCPAI_00132	CDS	1005				hypothetical protein
BMJDCPAI_00133	gene	1242				
BMJDCPAI_00133	CDS	1242				hypothetical protein
BMJDCPAI_00134	gene	315				
BMJDCPAI_00134	CDS	315				hypothetical protein
BMJDCPAI_00135	gene	441				
BMJDCPAI_00135	CDS	441				hypothetical protein
BMJDCPAI_00136	gene	594				
BMJDCPAI_00136	CDS	594				hypothetical protein
BMJDCPAI_00137	gene	1521				
BMJDCPAI_00137	CDS	1521				hypothetical protein
BMJDCPAI_00138	gene	1026	cgtA			
BMJDCPAI_00138	CDS	1026	cgtA	3.6.5.-		GTPase Obg/CgtA
BMJDCPAI_00139	gene	1116	proB			
BMJDCPAI_00139	CDS	1116	proB	2.7.2.11		Glutamate 5-kinase
BMJDCPAI_00140	gene	1257	proA			
BMJDCPAI_00140	CDS	1257	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BMJDCPAI_00141	gene	723	hisA			
BMJDCPAI_00141	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BMJDCPAI_00142	gene	468				
BMJDCPAI_00142	CDS	468				hypothetical protein
BMJDCPAI_00143	gene	1452	pepA_1			
BMJDCPAI_00143	CDS	1452	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
BMJDCPAI_00144	gene	642	eda			
BMJDCPAI_00144	CDS	642	eda			KHG/KDPG aldolase
BMJDCPAI_00145	gene	783				
BMJDCPAI_00145	CDS	783				hypothetical protein
BMJDCPAI_00146	gene	798	rpsB			
BMJDCPAI_00146	CDS	798	rpsB		COG0052	30S ribosomal protein S2
BMJDCPAI_00147	gene	873	tsf			
BMJDCPAI_00147	CDS	873	tsf		COG0264	Elongation factor Ts
BMJDCPAI_00148	gene	708				
BMJDCPAI_00148	CDS	708				hypothetical protein
BMJDCPAI_00149	gene	3033	xni			
BMJDCPAI_00149	CDS	3033	xni	3.1.-.-		Flap endonuclease Xni
BMJDCPAI_00150	gene	465				
BMJDCPAI_00150	CDS	465				hypothetical protein
BMJDCPAI_00151	gene	423				
BMJDCPAI_00151	CDS	423				hypothetical protein
BMJDCPAI_00152	gene	201				
BMJDCPAI_00152	CDS	201				hypothetical protein
BMJDCPAI_00153	gene	945	yadG			
BMJDCPAI_00153	CDS	945	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
BMJDCPAI_00154	gene	837				
BMJDCPAI_00154	CDS	837				hypothetical protein
BMJDCPAI_00155	gene	1326				
BMJDCPAI_00155	CDS	1326				hypothetical protein
BMJDCPAI_00156	gene	1056	prfA			
BMJDCPAI_00156	CDS	1056	prfA		COG0216	Peptide chain release factor RF1
BMJDCPAI_00157	gene	846	prmC			
BMJDCPAI_00157	CDS	846	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BMJDCPAI_00158	gene	753				
BMJDCPAI_00158	CDS	753				hypothetical protein
BMJDCPAI_00159	gene	648				
BMJDCPAI_00159	CDS	648				hypothetical protein
BMJDCPAI_00160	gene	1077	dcd			
BMJDCPAI_00160	CDS	1077	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
BMJDCPAI_00161	gene	282				
BMJDCPAI_00161	CDS	282				hypothetical protein
BMJDCPAI_00162	gene	77				
BMJDCPAI_00162	tRNA	77				tRNA-Pro(ggg)
BMJDCPAI_00163	gene	786				
BMJDCPAI_00163	CDS	786				hypothetical protein
BMJDCPAI_00164	gene	309	ihfA			
BMJDCPAI_00164	CDS	309	ihfA		COG0776	Integration host factor subunit alpha
BMJDCPAI_00165	gene	978	fabH			
BMJDCPAI_00165	CDS	978	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
BMJDCPAI_00166	gene	1113	plsX			
BMJDCPAI_00166	CDS	1113	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
BMJDCPAI_00167	gene	207				
BMJDCPAI_00167	CDS	207				hypothetical protein
BMJDCPAI_00168	gene	567				
BMJDCPAI_00168	CDS	567				hypothetical protein
BMJDCPAI_00169	gene	447				
BMJDCPAI_00169	CDS	447				hypothetical protein
BMJDCPAI_00170	gene	753				
BMJDCPAI_00170	CDS	753				hypothetical protein
BMJDCPAI_00171	gene	813	cysE			
BMJDCPAI_00171	CDS	813	cysE	2.3.1.30	COG1045	Serine acetyltransferase
BMJDCPAI_00172	gene	1320	pdhC			
BMJDCPAI_00172	CDS	1320	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BMJDCPAI_00173	gene	1374	dxs_1			
BMJDCPAI_00173	CDS	1374	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
BMJDCPAI_00174	gene	1011	acoA_1			
BMJDCPAI_00174	CDS	1011	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
BMJDCPAI_00175	gene	840				
BMJDCPAI_00175	CDS	840				hypothetical protein
BMJDCPAI_00176	gene	939				
BMJDCPAI_00176	CDS	939				hypothetical protein
BMJDCPAI_00177	gene	1659				
BMJDCPAI_00177	CDS	1659			COG1292	Glycine betaine/proline/choline transporter
BMJDCPAI_00178	gene	414				
BMJDCPAI_00178	CDS	414				hypothetical protein
BMJDCPAI_00179	gene	780	fabG_1			
BMJDCPAI_00179	CDS	780	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BMJDCPAI_00180	gene	903				
BMJDCPAI_00180	CDS	903				hypothetical protein
BMJDCPAI_00181	gene	930	fbaB			
BMJDCPAI_00181	CDS	930	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
BMJDCPAI_00182	gene	516	ssb			
BMJDCPAI_00182	CDS	516	ssb		COG0629	Single-stranded DNA-binding protein
BMJDCPAI_00183	gene	606	mltF_1			
BMJDCPAI_00183	CDS	606	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BMJDCPAI_00184	gene	1230	sufS_1			
BMJDCPAI_00184	CDS	1230	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase
BMJDCPAI_00185	gene	1479	phrA			
BMJDCPAI_00185	CDS	1479	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
BMJDCPAI_00186	gene	1242	ufaA1			
BMJDCPAI_00186	CDS	1242	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
BMJDCPAI_00187	gene	291				
BMJDCPAI_00187	CDS	291				hypothetical protein
BMJDCPAI_00188	gene	1380	mgtE			
BMJDCPAI_00188	CDS	1380	mgtE		COG2239	Magnesium transporter MgtE
BMJDCPAI_00189	gene	1842	pepF1			
BMJDCPAI_00189	CDS	1842	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
BMJDCPAI_00190	gene	1182	metZ			
BMJDCPAI_00190	CDS	1182	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
BMJDCPAI_00191	gene	1092	folE2			
BMJDCPAI_00191	CDS	1092	folE2			GTP cyclohydrolase FolE2
BMJDCPAI_00192	gene	540				
BMJDCPAI_00192	CDS	540				hypothetical protein
BMJDCPAI_00193	gene	1449	trkI			
BMJDCPAI_00193	CDS	1449	trkI		COG0168	Trk system potassium uptake protein TrkI
BMJDCPAI_00194	gene	741				
BMJDCPAI_00194	CDS	741				hypothetical protein
BMJDCPAI_00195	gene	76				
BMJDCPAI_00195	tRNA	76				tRNA-Thr(tgt)
BMJDCPAI_00196	gene	1182				
BMJDCPAI_00196	CDS	1182				hypothetical protein
BMJDCPAI_00197	gene	780	mkl			
BMJDCPAI_00197	CDS	780	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
BMJDCPAI_00198	gene	1713				
BMJDCPAI_00198	CDS	1713				hypothetical protein
BMJDCPAI_00199	gene	633				
BMJDCPAI_00199	CDS	633				hypothetical protein
BMJDCPAI_00200	gene	546				
BMJDCPAI_00200	CDS	546				hypothetical protein
BMJDCPAI_00201	gene	462	dsbB			
BMJDCPAI_00201	CDS	462	dsbB			Disulfide bond formation protein B
BMJDCPAI_00202	gene	351				
BMJDCPAI_00202	CDS	351				hypothetical protein
BMJDCPAI_00203	gene	987				
BMJDCPAI_00203	CDS	987		1.1.1.29		Glycerate dehydrogenase
BMJDCPAI_00204	gene	477				
BMJDCPAI_00204	CDS	477				hypothetical protein
BMJDCPAI_00205	gene	177				
BMJDCPAI_00205	CDS	177				hypothetical protein
BMJDCPAI_00206	gene	1119				
BMJDCPAI_00206	CDS	1119				hypothetical protein
BMJDCPAI_00207	gene	933	rhdA_1			
BMJDCPAI_00207	CDS	933	rhdA_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
BMJDCPAI_00208	gene	927	cntI_1			
BMJDCPAI_00208	CDS	927	cntI_1			Pseudopaline exporter CntI
BMJDCPAI_00209	gene	783				
BMJDCPAI_00209	CDS	783				hypothetical protein
BMJDCPAI_00210	gene	774				
BMJDCPAI_00210	CDS	774				hypothetical protein
BMJDCPAI_00211	gene	486	rplM			
BMJDCPAI_00211	CDS	486	rplM		COG0102	50S ribosomal protein L13
BMJDCPAI_00212	gene	495	rpsI			
BMJDCPAI_00212	CDS	495	rpsI		COG0103	30S ribosomal protein S9
BMJDCPAI_00213	gene	417				
BMJDCPAI_00213	CDS	417				hypothetical protein
BMJDCPAI_00214	gene	207	rpsU			
BMJDCPAI_00214	CDS	207	rpsU		COG0828	30S ribosomal protein S21
BMJDCPAI_00215	gene	690				
BMJDCPAI_00215	CDS	690				hypothetical protein
BMJDCPAI_00216	gene	900	ilvE_1			
BMJDCPAI_00216	CDS	900	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
BMJDCPAI_00217	gene	996	qorA_1			
BMJDCPAI_00217	CDS	996	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
BMJDCPAI_00218	gene	1011	futA1			
BMJDCPAI_00218	CDS	1011	futA1			Iron uptake protein A1
BMJDCPAI_00219	gene	1656				
BMJDCPAI_00219	CDS	1656				hypothetical protein
BMJDCPAI_00220	gene	1182	doeA			
BMJDCPAI_00220	CDS	1182	doeA	3.5.4.44	COG0006	Ectoine hydrolase
BMJDCPAI_00221	gene	1377	spuC_1			
BMJDCPAI_00221	CDS	1377	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
BMJDCPAI_00222	gene	285				
BMJDCPAI_00222	CDS	285				hypothetical protein
BMJDCPAI_00223	gene	1182	rlmI			
BMJDCPAI_00223	CDS	1182	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
BMJDCPAI_00224	gene	537				
BMJDCPAI_00224	CDS	537				hypothetical protein
BMJDCPAI_00225	gene	822				
BMJDCPAI_00225	CDS	822				hypothetical protein
BMJDCPAI_00226	gene	426	sufE			
BMJDCPAI_00226	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
BMJDCPAI_00227	gene	468				
BMJDCPAI_00227	CDS	468				hypothetical protein
BMJDCPAI_00228	gene	1185	rnd_2			
BMJDCPAI_00228	CDS	1185	rnd_2	3.1.13.5		Ribonuclease D
BMJDCPAI_00229	gene	77				
BMJDCPAI_00229	tRNA	77				tRNA-Pro(cgg)
BMJDCPAI_00230	gene	2235	ppk			
BMJDCPAI_00230	CDS	2235	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BMJDCPAI_00231	gene	942				
BMJDCPAI_00231	CDS	942				hypothetical protein
BMJDCPAI_00232	gene	669				
BMJDCPAI_00232	CDS	669				hypothetical protein
BMJDCPAI_00233	gene	1056				
BMJDCPAI_00233	CDS	1056			COG0628	Putative transport protein
BMJDCPAI_00234	gene	423				
BMJDCPAI_00234	CDS	423				hypothetical protein
BMJDCPAI_00235	gene	1620	lysS			
BMJDCPAI_00235	CDS	1620	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
BMJDCPAI_00236	gene	870				
BMJDCPAI_00236	CDS	870				hypothetical protein
BMJDCPAI_00237	gene	402				
BMJDCPAI_00237	CDS	402				hypothetical protein
BMJDCPAI_00238	gene	573				
