locus_tag	ftype	length_bp	gene	EC_number	COG	product
COIJCJLD_00032	CDS	369			COG0346	Virulence protein
COIJCJLD_00033	gene	1389	ald_1			
COIJCJLD_00033	CDS	1389	ald_1	1.2.99.10		4,4'-diapolycopene aldehyde oxidase
COIJCJLD_00034	gene	1149	dhaT			
COIJCJLD_00034	CDS	1149	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
COIJCJLD_00035	gene	1254	dadA1_1			
COIJCJLD_00035	CDS	1254	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
COIJCJLD_00036	gene	1005	galE1			
COIJCJLD_00036	CDS	1005	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
COIJCJLD_00037	gene	627				
COIJCJLD_00037	CDS	627				hypothetical protein
COIJCJLD_00038	gene	1305	rkpK			
COIJCJLD_00038	CDS	1305	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
COIJCJLD_00039	gene	795	znuB			
COIJCJLD_00039	CDS	795	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
COIJCJLD_00040	gene	771	znuC			
COIJCJLD_00040	CDS	771	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
COIJCJLD_00041	gene	519	zur			
COIJCJLD_00041	CDS	519	zur		COG0735	Zinc uptake regulation protein
COIJCJLD_00042	gene	873	znuA			
COIJCJLD_00042	CDS	873	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
COIJCJLD_00043	gene	933	dgoK1_1			
COIJCJLD_00043	CDS	933	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
COIJCJLD_00044	gene	858				
COIJCJLD_00044	CDS	858		3.1.1.99		6-deoxy-6-sulfogluconolactonase
COIJCJLD_00045	gene	990	mro			
COIJCJLD_00045	CDS	990	mro	5.1.3.3	COG2017	Aldose 1-epimerase
COIJCJLD_00046	gene	753				
COIJCJLD_00046	CDS	753				hypothetical protein
COIJCJLD_00047	gene	963	mdh			
COIJCJLD_00047	CDS	963	mdh	1.1.1.37		Malate dehydrogenase
COIJCJLD_00048	gene	1194	sucC			
COIJCJLD_00048	CDS	1194	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
COIJCJLD_00049	gene	885	sucD			
COIJCJLD_00049	CDS	885	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
COIJCJLD_00050	gene	813				
COIJCJLD_00050	CDS	813				hypothetical protein
COIJCJLD_00051	gene	2964	sucA			
COIJCJLD_00051	CDS	2964	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
COIJCJLD_00052	gene	1542	sucB			
COIJCJLD_00052	CDS	1542	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
COIJCJLD_00053	gene	561				
COIJCJLD_00053	CDS	561				hypothetical protein
COIJCJLD_00054	gene	390				
COIJCJLD_00054	CDS	390				hypothetical protein
COIJCJLD_00055	gene	1389	lpd3			
COIJCJLD_00055	CDS	1389	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
COIJCJLD_00056	gene	663				
COIJCJLD_00056	CDS	663				hypothetical protein
COIJCJLD_00057	gene	327				
COIJCJLD_00057	CDS	327				hypothetical protein
COIJCJLD_00058	gene	1293	dapE_1			
COIJCJLD_00058	CDS	1293	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
COIJCJLD_00059	gene	387				
COIJCJLD_00059	CDS	387				hypothetical protein
COIJCJLD_00060	gene	1476	gsiB_1			
COIJCJLD_00060	CDS	1476	gsiB_1		COG0747	Glutathione-binding protein GsiB
COIJCJLD_00061	gene	342				
COIJCJLD_00061	CDS	342				hypothetical protein
COIJCJLD_00062	gene	246				
COIJCJLD_00062	CDS	246				hypothetical protein
COIJCJLD_00063	gene	1212				
COIJCJLD_00063	CDS	1212		3.5.3.3		Creatinase
COIJCJLD_00064	gene	98				
COIJCJLD_00064	tRNA	98				tRNA-Gly(gcc)
COIJCJLD_00065	gene	183				
COIJCJLD_00065	CDS	183				hypothetical protein
COIJCJLD_00066	gene	942	psdht			
COIJCJLD_00066	CDS	942	psdht	4.2.1.-		Phenylserine dehydratase
COIJCJLD_00067	gene	810	dapB_1			
COIJCJLD_00067	CDS	810	dapB_1	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
COIJCJLD_00068	gene	426	rbfA			
COIJCJLD_00068	CDS	426	rbfA			Ribosome-binding factor A
COIJCJLD_00069	gene	771				
COIJCJLD_00069	CDS	771				hypothetical protein
COIJCJLD_00070	gene	906	truB			
COIJCJLD_00070	CDS	906	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
COIJCJLD_00071	gene	1038	tdh			
COIJCJLD_00071	CDS	1038	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
COIJCJLD_00072	gene	1215	kbl			
COIJCJLD_00072	CDS	1215	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
COIJCJLD_00073	gene	561	sutR			
COIJCJLD_00073	CDS	561	sutR		COG1396	HTH-type transcriptional regulator SutR
COIJCJLD_00074	gene	516				
COIJCJLD_00074	CDS	516				hypothetical protein
COIJCJLD_00075	gene	270	rpsO			
COIJCJLD_00075	CDS	270	rpsO		COG0184	30S ribosomal protein S15
COIJCJLD_00076	gene	2148	pnp			
COIJCJLD_00076	CDS	2148	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
COIJCJLD_00077	gene	654				
COIJCJLD_00077	CDS	654		1.11.1.15	COG0450	Peroxiredoxin
COIJCJLD_00078	gene	1980	stcD_1			
COIJCJLD_00078	CDS	1980	stcD_1	1.-.-.-		putative N-methylproline demethylase
COIJCJLD_00079	gene	645	rluA			
COIJCJLD_00079	CDS	645	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
COIJCJLD_00080	gene	624	rhtB_1			
COIJCJLD_00080	CDS	624	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
COIJCJLD_00081	gene	423				
COIJCJLD_00081	CDS	423				hypothetical protein
COIJCJLD_00082	gene	789				
COIJCJLD_00082	CDS	789				hypothetical protein
COIJCJLD_00083	gene	462	msrC			
COIJCJLD_00083	CDS	462	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
COIJCJLD_00084	gene	1179	thlA_1			
COIJCJLD_00084	CDS	1179	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
COIJCJLD_00085	gene	360				
COIJCJLD_00085	CDS	360				hypothetical protein
COIJCJLD_00086	gene	516				
COIJCJLD_00086	CDS	516				hypothetical protein
COIJCJLD_00087	gene	1578	ywrD_1			
COIJCJLD_00087	CDS	1578	ywrD_1	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
COIJCJLD_00088	gene	2532				
COIJCJLD_00088	CDS	2532				hypothetical protein
COIJCJLD_00089	gene	726				
COIJCJLD_00089	CDS	726			COG1136	putative ABC transporter ATP-binding protein
COIJCJLD_00090	gene	636	tesA			
COIJCJLD_00090	CDS	636	tesA	3.1.1.1	COG2755	Esterase TesA
COIJCJLD_00091	gene	1428				
COIJCJLD_00091	CDS	1428		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
COIJCJLD_00092	gene	1158	iolG_1			
COIJCJLD_00092	CDS	1158	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
COIJCJLD_00093	gene	1056	iolE_1			
COIJCJLD_00093	CDS	1056	iolE_1	4.2.1.44		Inosose dehydratase
COIJCJLD_00094	gene	1143	xdh			
COIJCJLD_00094	CDS	1143	xdh	1.1.1.179		D-xylose dehydrogenase
COIJCJLD_00095	gene	762				
COIJCJLD_00095	CDS	762				hypothetical protein
COIJCJLD_00096	gene	1092	ugpC_1			
COIJCJLD_00096	CDS	1092	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
COIJCJLD_00097	gene	888				
COIJCJLD_00097	CDS	888				hypothetical protein
COIJCJLD_00098	gene	885	melD_1			
COIJCJLD_00098	CDS	885	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
COIJCJLD_00099	gene	1245				
COIJCJLD_00099	CDS	1245				putative sugar-binding periplasmic protein
COIJCJLD_00100	gene	1059	cytR_1			
COIJCJLD_00100	CDS	1059	cytR_1		COG1609	HTH-type transcriptional repressor CytR
COIJCJLD_00101	gene	930	hemC			
COIJCJLD_00101	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
COIJCJLD_00102	gene	588	eamB			
COIJCJLD_00102	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
COIJCJLD_00103	gene	528	lrp_1			
COIJCJLD_00103	CDS	528	lrp_1		COG1522	Leucine-responsive regulatory protein
COIJCJLD_00104	gene	609				
COIJCJLD_00104	CDS	609				hypothetical protein
COIJCJLD_00105	gene	612	rhtB_2			
COIJCJLD_00105	CDS	612	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
COIJCJLD_00106	gene	447	slyB			
COIJCJLD_00106	CDS	447	slyB		COG3133	Outer membrane lipoprotein SlyB
COIJCJLD_00107	gene	891	hemF			
COIJCJLD_00107	CDS	891	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
COIJCJLD_00108	gene	414				
COIJCJLD_00108	CDS	414				hypothetical protein
COIJCJLD_00109	gene	987	rsmC			
COIJCJLD_00109	CDS	987	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
COIJCJLD_00110	gene	342	clpS			
COIJCJLD_00110	CDS	342	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
COIJCJLD_00111	gene	702				
COIJCJLD_00111	CDS	702				hypothetical protein
COIJCJLD_00112	gene	1731				
COIJCJLD_00112	CDS	1731				hypothetical protein
COIJCJLD_00113	gene	684	nagK			
COIJCJLD_00113	CDS	684	nagK	3.7.1.20		Fumarylpyruvate hydrolase
COIJCJLD_00114	gene	159				
COIJCJLD_00114	CDS	159				hypothetical protein
COIJCJLD_00115	gene	2214	pacS			
COIJCJLD_00115	CDS	2214	pacS	7.2.2.8		putative copper-transporting ATPase PacS
COIJCJLD_00116	gene	462				
COIJCJLD_00116	CDS	462				hypothetical protein
COIJCJLD_00117	gene	1434				
COIJCJLD_00117	CDS	1434				hypothetical protein
COIJCJLD_00118	gene	678				
COIJCJLD_00118	CDS	678				hypothetical protein
COIJCJLD_00119	gene	810				
COIJCJLD_00119	CDS	810				hypothetical protein
COIJCJLD_00120	gene	555				
COIJCJLD_00120	CDS	555				hypothetical protein
COIJCJLD_00121	gene	981	ywlC			
COIJCJLD_00121	CDS	981	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
COIJCJLD_00122	gene	1710	dmdC_1			
COIJCJLD_00122	CDS	1710	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
COIJCJLD_00123	gene	1041				
COIJCJLD_00123	CDS	1041				hypothetical protein
COIJCJLD_00124	gene	135	ctaH			
COIJCJLD_00124	CDS	135	ctaH	1.9.3.1		Cytochrome c oxidase subunit 4
COIJCJLD_00125	gene	639				
COIJCJLD_00125	CDS	639				hypothetical protein
COIJCJLD_00126	gene	591				
COIJCJLD_00126	CDS	591				hypothetical protein
COIJCJLD_00127	gene	171				
COIJCJLD_00127	CDS	171				hypothetical protein
COIJCJLD_00128	gene	126				
COIJCJLD_00128	CDS	126				hypothetical protein
COIJCJLD_00129	gene	705	livF_1			
COIJCJLD_00129	CDS	705	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
COIJCJLD_00130	gene	783	metN			
COIJCJLD_00130	CDS	783	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
COIJCJLD_00131	gene	1107				
COIJCJLD_00131	CDS	1107				hypothetical protein
COIJCJLD_00132	gene	1596				
COIJCJLD_00132	CDS	1596				hypothetical protein
COIJCJLD_00133	gene	1302	amiC_1			
COIJCJLD_00133	CDS	1302	amiC_1			Aliphatic amidase expression-regulating protein
COIJCJLD_00134	gene	77				
COIJCJLD_00134	tRNA	77				tRNA-Arg(acg)
COIJCJLD_00135	gene	1404	sasA_1			
COIJCJLD_00135	CDS	1404	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
COIJCJLD_00136	gene	1368	merA			
COIJCJLD_00136	CDS	1368	merA	1.16.1.1		Mercuric reductase
COIJCJLD_00137	gene	717				
COIJCJLD_00137	CDS	717				hypothetical protein
COIJCJLD_00138	gene	135	rpmH			
COIJCJLD_00138	CDS	135	rpmH		COG0230	50S ribosomal protein L34
COIJCJLD_00139	gene	411	rnpA			
COIJCJLD_00139	CDS	411	rnpA	3.1.26.5		Ribonuclease P protein component
COIJCJLD_00140	gene	282	yidD			
COIJCJLD_00140	CDS	282	yidD			Putative membrane protein insertion efficiency factor
COIJCJLD_00141	gene	888	ttcA			
COIJCJLD_00141	CDS	888	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
COIJCJLD_00142	gene	1536				
COIJCJLD_00142	CDS	1536			COG2200	putative signaling protein
COIJCJLD_00143	gene	1848	yidC			
COIJCJLD_00143	CDS	1848	yidC		COG0706	Membrane protein insertase YidC
COIJCJLD_00144	gene	762				
COIJCJLD_00144	CDS	762				hypothetical protein
COIJCJLD_00145	gene	651	engB			
COIJCJLD_00145	CDS	651	engB		COG0218	putative GTP-binding protein EngB
COIJCJLD_00146	gene	738	fabG_1			
COIJCJLD_00146	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
COIJCJLD_00147	gene	897	argB			
COIJCJLD_00147	CDS	897	argB	2.7.2.8	COG0548	Acetylglutamate kinase
COIJCJLD_00148	gene	642				
COIJCJLD_00148	CDS	642				hypothetical protein
COIJCJLD_00149	gene	507				
COIJCJLD_00149	CDS	507				hypothetical protein
COIJCJLD_00150	gene	750	pdxJ			
COIJCJLD_00150	CDS	750	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
COIJCJLD_00151	gene	657				
COIJCJLD_00151	CDS	657				hypothetical protein
COIJCJLD_00152	gene	2124	rsh			
COIJCJLD_00152	CDS	2124	rsh	2.7.6.5		GTP pyrophosphokinase rsh
COIJCJLD_00153	gene	354	rpoZ			
COIJCJLD_00153	CDS	354	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
COIJCJLD_00154	gene	582				
COIJCJLD_00154	CDS	582				hypothetical protein
COIJCJLD_00155	gene	582				
COIJCJLD_00155	CDS	582				hypothetical protein
COIJCJLD_00156	gene	951	ispH			
COIJCJLD_00156	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
COIJCJLD_00157	gene	1080				
COIJCJLD_00157	CDS	1080				hypothetical protein
COIJCJLD_00158	gene	477	rnhA			
COIJCJLD_00158	CDS	477	rnhA	3.1.26.4	COG0328	Ribonuclease HI
COIJCJLD_00159	gene	513				
COIJCJLD_00159	CDS	513				hypothetical protein
COIJCJLD_00160	gene	894	fmt			
COIJCJLD_00160	CDS	894	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
COIJCJLD_00161	gene	501	def1			
COIJCJLD_00161	CDS	501	def1	3.5.1.88		Peptide deformylase 1
COIJCJLD_00162	gene	516	def_1			
COIJCJLD_00162	CDS	516	def_1	3.5.1.88	COG0242	Peptide deformylase
COIJCJLD_00163	gene	522	def_2			
COIJCJLD_00163	CDS	522	def_2	3.5.1.88	COG0242	Peptide deformylase
COIJCJLD_00164	gene	1179	patB			
COIJCJLD_00164	CDS	1179	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
COIJCJLD_00165	gene	369				
COIJCJLD_00165	CDS	369				hypothetical protein
COIJCJLD_00166	gene	723				
COIJCJLD_00166	CDS	723				hypothetical protein
COIJCJLD_00167	gene	348				
COIJCJLD_00167	CDS	348				hypothetical protein
COIJCJLD_00168	gene	885	dapA_1			
COIJCJLD_00168	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
COIJCJLD_00169	gene	1953				
COIJCJLD_00169	CDS	1953				hypothetical protein
COIJCJLD_00170	gene	906	ribN_1			
COIJCJLD_00170	CDS	906	ribN_1			Riboflavin transporter
COIJCJLD_00171	gene	684	mnmC_1			
COIJCJLD_00171	CDS	684	mnmC_1		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
COIJCJLD_00172	gene	1050	mnmC_2			
COIJCJLD_00172	CDS	1050	mnmC_2	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
COIJCJLD_00173	gene	963				
COIJCJLD_00173	CDS	963				hypothetical protein
COIJCJLD_00174	gene	732	pglC_1			
COIJCJLD_00174	CDS	732	pglC_1	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
COIJCJLD_00175	gene	1485				
COIJCJLD_00175	CDS	1485				hypothetical protein
COIJCJLD_00176	gene	9789	dltA			
COIJCJLD_00176	CDS	9789	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
COIJCJLD_00177	gene	2778				
COIJCJLD_00177	CDS	2778				hypothetical protein
COIJCJLD_00178	gene	672	sfp			
COIJCJLD_00178	CDS	672	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
COIJCJLD_00179	gene	1245	mshA_1			
COIJCJLD_00179	CDS	1245	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
COIJCJLD_00180	gene	2196				
COIJCJLD_00180	CDS	2196				hypothetical protein
COIJCJLD_00181	gene	1446				
COIJCJLD_00181	CDS	1446				hypothetical protein
COIJCJLD_00182	gene	1674				
COIJCJLD_00182	CDS	1674				hypothetical protein
COIJCJLD_00183	gene	1179				
COIJCJLD_00183	CDS	1179				hypothetical protein
COIJCJLD_00184	gene	1239				
COIJCJLD_00184	CDS	1239				hypothetical protein
COIJCJLD_00185	gene	786	meh			
COIJCJLD_00185	CDS	786	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
COIJCJLD_00186	gene	555				
COIJCJLD_00186	CDS	555		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
COIJCJLD_00187	gene	1665	ilvG			
COIJCJLD_00187	CDS	1665	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
COIJCJLD_00188	gene	1023	asd2			
COIJCJLD_00188	CDS	1023	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
COIJCJLD_00189	gene	645				
COIJCJLD_00189	CDS	645				hypothetical protein
COIJCJLD_00190	gene	690				
COIJCJLD_00190	CDS	690				hypothetical protein
COIJCJLD_00191	gene	1038	mshA_2			
COIJCJLD_00191	CDS	1038	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
COIJCJLD_00192	gene	1173				
COIJCJLD_00192	CDS	1173				hypothetical protein
COIJCJLD_00193	gene	1551	mtgB_1			
COIJCJLD_00193	CDS	1551	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
COIJCJLD_00194	gene	882	cynR_1			
COIJCJLD_00194	CDS	882	cynR_1			HTH-type transcriptional regulator CynR
COIJCJLD_00195	gene	468	hndA			
COIJCJLD_00195	CDS	468	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
COIJCJLD_00196	gene	1533	hndC			
COIJCJLD_00196	CDS	1533	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
COIJCJLD_00197	gene	2931				
COIJCJLD_00197	CDS	2931		1.17.1.9		Putative formate dehydrogenase
COIJCJLD_00198	gene	867	fdhD			
COIJCJLD_00198	CDS	867	fdhD		COG1526	Sulfur carrier protein FdhD
COIJCJLD_00199	gene	216				
COIJCJLD_00199	CDS	216				hypothetical protein
COIJCJLD_00200	gene	1023				
COIJCJLD_00200	CDS	1023				hypothetical protein
COIJCJLD_00201	gene	729				
COIJCJLD_00201	CDS	729				hypothetical protein
COIJCJLD_00202	gene	210				
COIJCJLD_00202	CDS	210				hypothetical protein
COIJCJLD_00203	gene	1221	dacA			
COIJCJLD_00203	CDS	1221	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
COIJCJLD_00204	gene	1083	btuD_1			
COIJCJLD_00204	CDS	1083	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
COIJCJLD_00205	gene	978				
COIJCJLD_00205	CDS	978			COG1840	putative protein
COIJCJLD_00206	gene	1716				
COIJCJLD_00206	CDS	1716				hypothetical protein
COIJCJLD_00207	gene	840	ssuC_1			
COIJCJLD_00207	CDS	840	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
COIJCJLD_00208	gene	768	btuD_2			
COIJCJLD_00208	CDS	768	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
COIJCJLD_00209	gene	1029				
COIJCJLD_00209	CDS	1029				hypothetical protein
COIJCJLD_00210	gene	273				
COIJCJLD_00210	CDS	273				hypothetical protein
COIJCJLD_00211	gene	1029	rhaS			
COIJCJLD_00211	CDS	1029	rhaS			HTH-type transcriptional activator RhaS
COIJCJLD_00212	gene	1194	rfnT_1			
COIJCJLD_00212	CDS	1194	rfnT_1			Riboflavin transporter RfnT
COIJCJLD_00213	gene	1332	yhjE			
COIJCJLD_00213	CDS	1332	yhjE			Inner membrane metabolite transport protein YhjE
COIJCJLD_00214	gene	951	cyoA_1			
COIJCJLD_00214	CDS	951	cyoA_1		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
COIJCJLD_00215	gene	2022	cyoB_1			
COIJCJLD_00215	CDS	2022	cyoB_1	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
COIJCJLD_00216	gene	627	cyoC_1			
COIJCJLD_00216	CDS	627	cyoC_1		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
COIJCJLD_00217	gene	369	cyoD_1			
COIJCJLD_00217	CDS	369	cyoD_1		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
COIJCJLD_00218	gene	387	yybR			
COIJCJLD_00218	CDS	387	yybR		COG1733	putative HTH-type transcriptional regulator YybR
COIJCJLD_00219	gene	612				
COIJCJLD_00219	CDS	612				hypothetical protein
COIJCJLD_00220	gene	603				
COIJCJLD_00220	CDS	603				hypothetical protein
COIJCJLD_00221	gene	897	nhaR			
COIJCJLD_00221	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
COIJCJLD_00222	gene	1545	ndhB			
COIJCJLD_00222	CDS	1545	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
COIJCJLD_00223	gene	2379				
COIJCJLD_00223	CDS	2379				hypothetical protein
COIJCJLD_00224	gene	339				
COIJCJLD_00224	CDS	339				hypothetical protein
COIJCJLD_00225	gene	636	mamZ			
COIJCJLD_00225	CDS	636	mamZ			Magnetosome protein MamZ
COIJCJLD_00226	gene	933	msrP_1			
COIJCJLD_00226	CDS	933	msrP_1	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
COIJCJLD_00227	gene	486				
COIJCJLD_00227	CDS	486			COG2335	Immunogenic protein MPT70
