locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDHOFBHF_00039	CDS	744				hypothetical protein
JDHOFBHF_00040	gene	567				
JDHOFBHF_00040	CDS	567				hypothetical protein
JDHOFBHF_00041	gene	1575				
JDHOFBHF_00041	CDS	1575				hypothetical protein
JDHOFBHF_00042	gene	759				
JDHOFBHF_00042	CDS	759				hypothetical protein
JDHOFBHF_00043	gene	186	fdhL_1			
JDHOFBHF_00043	CDS	186	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
JDHOFBHF_00044	gene	156				
JDHOFBHF_00044	CDS	156				hypothetical protein
JDHOFBHF_00045	gene	351				
JDHOFBHF_00045	CDS	351				hypothetical protein
JDHOFBHF_00046	gene	519	cmdD_1			
JDHOFBHF_00046	CDS	519	cmdD_1			Chondramide synthase cmdD
JDHOFBHF_00047	gene	723	kynB			
JDHOFBHF_00047	CDS	723	kynB	3.5.1.9		Kynurenine formamidase
JDHOFBHF_00048	gene	618				
JDHOFBHF_00048	CDS	618				hypothetical protein
JDHOFBHF_00049	gene	579				
JDHOFBHF_00049	CDS	579				hypothetical protein
JDHOFBHF_00050	gene	396				
JDHOFBHF_00050	CDS	396				hypothetical protein
JDHOFBHF_00051	gene	1530				
JDHOFBHF_00051	CDS	1530				hypothetical protein
JDHOFBHF_00052	gene	1467				
JDHOFBHF_00052	CDS	1467				hypothetical protein
JDHOFBHF_00053	gene	1530				
JDHOFBHF_00053	CDS	1530				hypothetical protein
JDHOFBHF_00054	gene	792				
JDHOFBHF_00054	CDS	792				IS21 family transposase ISRsp3
JDHOFBHF_00055	gene	1365				
JDHOFBHF_00055	CDS	1365				hypothetical protein
JDHOFBHF_00056	gene	1080	Vejahgd			
JDHOFBHF_00056	CDS	1080	Vejahgd	1.2.1.92	COG1012	3,6-anhydro-alpha-L-galactose dehydrogenase
JDHOFBHF_00057	gene	150				
JDHOFBHF_00057	CDS	150				hypothetical protein
JDHOFBHF_00058	gene	1209	ufaA1_1			
JDHOFBHF_00058	CDS	1209	ufaA1_1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
JDHOFBHF_00059	gene	753	blh_1			
JDHOFBHF_00059	CDS	753	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
JDHOFBHF_00060	gene	99				
JDHOFBHF_00060	CDS	99				hypothetical protein
JDHOFBHF_00061	gene	1788	hsdR_1			
JDHOFBHF_00061	CDS	1788	hsdR_1	3.1.21.3		Type-1 restriction enzyme R protein
JDHOFBHF_00062	gene	948				
JDHOFBHF_00062	CDS	948				hypothetical protein
JDHOFBHF_00063	gene	390	cpdR			
JDHOFBHF_00063	CDS	390	cpdR			Response regulator receiver protein CpdR
JDHOFBHF_00064	gene	2175	rcsC_1			
JDHOFBHF_00064	CDS	2175	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JDHOFBHF_00065	gene	1737				
JDHOFBHF_00065	CDS	1737				hypothetical protein
JDHOFBHF_00066	gene	615				
JDHOFBHF_00066	CDS	615				IS66 family transposase ISPre3
JDHOFBHF_00067	gene	240				
JDHOFBHF_00067	CDS	240				hypothetical protein
JDHOFBHF_00068	gene	1365				
JDHOFBHF_00068	CDS	1365				hypothetical protein
JDHOFBHF_00069	gene	387				
JDHOFBHF_00069	CDS	387				hypothetical protein
JDHOFBHF_00070	gene	486				
JDHOFBHF_00070	CDS	486				hypothetical protein
JDHOFBHF_00071	gene	1014	xerD_1			
JDHOFBHF_00071	CDS	1014	xerD_1			Tyrosine recombinase XerD
JDHOFBHF_00072	gene	909	xerC_1			
JDHOFBHF_00072	CDS	909	xerC_1			Tyrosine recombinase XerC
JDHOFBHF_00073	gene	1299	xerC_2			
JDHOFBHF_00073	CDS	1299	xerC_2			Tyrosine recombinase XerC
JDHOFBHF_00074	gene	1758				
JDHOFBHF_00074	CDS	1758				hypothetical protein
JDHOFBHF_00075	gene	789				
JDHOFBHF_00075	CDS	789				hypothetical protein
JDHOFBHF_00076	gene	207				
JDHOFBHF_00076	CDS	207				hypothetical protein
JDHOFBHF_00077	gene	582				
JDHOFBHF_00077	CDS	582				hypothetical protein
JDHOFBHF_00078	gene	546				
JDHOFBHF_00078	CDS	546				hypothetical protein
JDHOFBHF_00079	gene	1341				
JDHOFBHF_00079	CDS	1341				hypothetical protein
JDHOFBHF_00080	gene	438				
JDHOFBHF_00080	CDS	438				hypothetical protein
JDHOFBHF_00081	gene	954	fdhL_2			
JDHOFBHF_00081	CDS	954	fdhL_2	1.1.99.11		Fructose dehydrogenase large subunit
JDHOFBHF_00082	gene	354				
JDHOFBHF_00082	CDS	354				hypothetical protein
JDHOFBHF_00083	gene	3129				
JDHOFBHF_00083	CDS	3129				hypothetical protein
JDHOFBHF_00084	gene	348				
JDHOFBHF_00084	CDS	348				hypothetical protein
JDHOFBHF_00085	gene	510				
JDHOFBHF_00085	CDS	510				hypothetical protein
JDHOFBHF_00086	gene	384				
JDHOFBHF_00086	CDS	384				hypothetical protein
JDHOFBHF_00087	gene	1053				
JDHOFBHF_00087	CDS	1053				hypothetical protein
JDHOFBHF_00088	gene	690	pth			
JDHOFBHF_00088	CDS	690	pth	3.1.1.29		Peptidyl-tRNA hydrolase
JDHOFBHF_00089	gene	321				
JDHOFBHF_00089	CDS	321				hypothetical protein
JDHOFBHF_00090	gene	1899				
JDHOFBHF_00090	CDS	1899				hypothetical protein
JDHOFBHF_00091	gene	780	budC_1			
JDHOFBHF_00091	CDS	780	budC_1	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
JDHOFBHF_00092	gene	207				
JDHOFBHF_00092	CDS	207				hypothetical protein
JDHOFBHF_00093	gene	462				
JDHOFBHF_00093	CDS	462				hypothetical protein
JDHOFBHF_00094	gene	153				
JDHOFBHF_00094	CDS	153				hypothetical protein
JDHOFBHF_00095	gene	252				
JDHOFBHF_00095	CDS	252				hypothetical protein
JDHOFBHF_00096	gene	1419				
JDHOFBHF_00096	CDS	1419				hypothetical protein
JDHOFBHF_00097	gene	261				
JDHOFBHF_00097	CDS	261				hypothetical protein
JDHOFBHF_00098	gene	423				
JDHOFBHF_00098	CDS	423				hypothetical protein
JDHOFBHF_00099	gene	255				
JDHOFBHF_00099	CDS	255				hypothetical protein
JDHOFBHF_00100	gene	1542				
JDHOFBHF_00100	CDS	1542				hypothetical protein
JDHOFBHF_00101	gene	939				
JDHOFBHF_00101	CDS	939				hypothetical protein
JDHOFBHF_00102	gene	240				
JDHOFBHF_00102	CDS	240				hypothetical protein
JDHOFBHF_00103	gene	1584				
JDHOFBHF_00103	CDS	1584				hypothetical protein
JDHOFBHF_00104	gene	648				
JDHOFBHF_00104	CDS	648				hypothetical protein
JDHOFBHF_00105	gene	207				
JDHOFBHF_00105	CDS	207				hypothetical protein
JDHOFBHF_00106	gene	507				
JDHOFBHF_00106	CDS	507				hypothetical protein
JDHOFBHF_00107	gene	828				
JDHOFBHF_00107	CDS	828				hypothetical protein
JDHOFBHF_00108	gene	381				
JDHOFBHF_00108	CDS	381				hypothetical protein
JDHOFBHF_00109	gene	1326				
JDHOFBHF_00109	CDS	1326				hypothetical protein
JDHOFBHF_00110	gene	501				
JDHOFBHF_00110	CDS	501				hypothetical protein
JDHOFBHF_00111	gene	222				
JDHOFBHF_00111	CDS	222				hypothetical protein
JDHOFBHF_00112	gene	765				
JDHOFBHF_00112	CDS	765				IS21 family transposase ISPve1
JDHOFBHF_00113	gene	1488				
JDHOFBHF_00113	CDS	1488				hypothetical protein
JDHOFBHF_00114	gene	1494	alsS			
JDHOFBHF_00114	CDS	1494	alsS	2.2.1.6	COG0028	Acetolactate synthase
JDHOFBHF_00115	gene	222				
JDHOFBHF_00115	CDS	222				hypothetical protein
JDHOFBHF_00116	gene	225				
JDHOFBHF_00116	CDS	225				hypothetical protein
JDHOFBHF_00117	gene	483				
JDHOFBHF_00117	CDS	483				hypothetical protein
JDHOFBHF_00118	gene	636				
JDHOFBHF_00118	CDS	636				hypothetical protein
JDHOFBHF_00119	gene	1383				
JDHOFBHF_00119	CDS	1383				hypothetical protein
JDHOFBHF_00120	gene	381				
JDHOFBHF_00120	CDS	381				hypothetical protein
JDHOFBHF_00121	gene	201				
JDHOFBHF_00121	CDS	201				hypothetical protein
JDHOFBHF_00122	gene	540				
JDHOFBHF_00122	CDS	540				hypothetical protein
JDHOFBHF_00123	gene	174				
JDHOFBHF_00123	CDS	174				hypothetical protein
JDHOFBHF_00124	gene	2319				
JDHOFBHF_00124	CDS	2319				hypothetical protein
JDHOFBHF_00125	gene	771				
JDHOFBHF_00125	CDS	771				hypothetical protein
JDHOFBHF_00126	gene	207				
JDHOFBHF_00126	CDS	207				hypothetical protein
JDHOFBHF_00127	gene	219				
JDHOFBHF_00127	CDS	219				hypothetical protein
JDHOFBHF_00128	gene	1689	uvrB_1			
JDHOFBHF_00128	CDS	1689	uvrB_1			UvrABC system protein B
JDHOFBHF_00129	gene	624				
JDHOFBHF_00129	CDS	624				hypothetical protein
JDHOFBHF_00130	gene	876				
JDHOFBHF_00130	CDS	876				hypothetical protein
JDHOFBHF_00131	gene	297				
JDHOFBHF_00131	CDS	297				hypothetical protein
JDHOFBHF_00132	gene	195				
JDHOFBHF_00132	CDS	195				hypothetical protein
JDHOFBHF_00133	gene	723				
JDHOFBHF_00133	CDS	723				hypothetical protein
JDHOFBHF_00134	gene	246				
JDHOFBHF_00134	CDS	246				hypothetical protein
JDHOFBHF_00135	gene	2175				
JDHOFBHF_00135	CDS	2175				hypothetical protein
JDHOFBHF_00136	gene	204				
JDHOFBHF_00136	CDS	204				hypothetical protein
JDHOFBHF_00137	gene	456				
JDHOFBHF_00137	CDS	456				hypothetical protein
JDHOFBHF_00138	gene	1326				
JDHOFBHF_00138	CDS	1326				hypothetical protein
JDHOFBHF_00139	gene	384				
JDHOFBHF_00139	CDS	384				hypothetical protein
JDHOFBHF_00140	gene	837				
JDHOFBHF_00140	CDS	837				hypothetical protein
JDHOFBHF_00141	gene	90				
JDHOFBHF_00141	tRNA	90				tRNA-Ser(tga)
JDHOFBHF_00142	gene	903				
JDHOFBHF_00142	CDS	903				hypothetical protein
JDHOFBHF_00143	gene	516	yedK			
JDHOFBHF_00143	CDS	516	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
JDHOFBHF_00144	gene	1212	ufaA1_2			
JDHOFBHF_00144	CDS	1212	ufaA1_2	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
JDHOFBHF_00145	gene	780				
JDHOFBHF_00145	CDS	780				hypothetical protein
JDHOFBHF_00146	gene	135				
JDHOFBHF_00146	CDS	135				hypothetical protein
JDHOFBHF_00147	gene	159				
JDHOFBHF_00147	CDS	159				hypothetical protein
JDHOFBHF_00148	gene	948				
JDHOFBHF_00148	CDS	948				hypothetical protein
JDHOFBHF_00149	gene	756				
JDHOFBHF_00149	CDS	756				hypothetical protein
JDHOFBHF_00150	gene	945				
JDHOFBHF_00150	CDS	945		3.1.1.-	COG3509	Multifunctional esterase
JDHOFBHF_00151	gene	1335				
JDHOFBHF_00151	CDS	1335			COG4325	putative protein
JDHOFBHF_00152	gene	1239	nhaP_1			
JDHOFBHF_00152	CDS	1239	nhaP_1		COG0025	Na(+)/H(+) antiporter NhaP
JDHOFBHF_00153	gene	459				
JDHOFBHF_00153	CDS	459				hypothetical protein
JDHOFBHF_00154	gene	369				
JDHOFBHF_00154	CDS	369				hypothetical protein
JDHOFBHF_00155	gene	1122				
JDHOFBHF_00155	CDS	1122				hypothetical protein
JDHOFBHF_00156	gene	201				
JDHOFBHF_00156	CDS	201				hypothetical protein
JDHOFBHF_00157	gene	687				
JDHOFBHF_00157	CDS	687				hypothetical protein
JDHOFBHF_00158	gene	702				
JDHOFBHF_00158	CDS	702				hypothetical protein
JDHOFBHF_00159	gene	780	budC_2			
JDHOFBHF_00159	CDS	780	budC_2	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
JDHOFBHF_00160	gene	435				
JDHOFBHF_00160	CDS	435				hypothetical protein
JDHOFBHF_00161	gene	480				
JDHOFBHF_00161	CDS	480				hypothetical protein
JDHOFBHF_00162	gene	1365				
JDHOFBHF_00162	CDS	1365				hypothetical protein
JDHOFBHF_00163	gene	306				
JDHOFBHF_00163	CDS	306				hypothetical protein
JDHOFBHF_00164	gene	522				
JDHOFBHF_00164	CDS	522				IS3 family transposase ISNha4
JDHOFBHF_00165	gene	279				
JDHOFBHF_00165	CDS	279				IS3 family transposase ISPye6
JDHOFBHF_00166	gene	990	idhA			
JDHOFBHF_00166	CDS	990	idhA	1.1.1.18		Inositol 2-dehydrogenase
JDHOFBHF_00167	gene	834	fba			
JDHOFBHF_00167	CDS	834	fba	4.1.2.13		Fructose-bisphosphate aldolase
JDHOFBHF_00168	gene	855	iolB			
JDHOFBHF_00168	CDS	855	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
JDHOFBHF_00169	gene	978	iolC			
JDHOFBHF_00169	CDS	978	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
JDHOFBHF_00170	gene	1866	iolD			
JDHOFBHF_00170	CDS	1866	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
JDHOFBHF_00171	gene	1098	iolG_1			
JDHOFBHF_00171	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDHOFBHF_00172	gene	891	iolE			
JDHOFBHF_00172	CDS	891	iolE	4.2.1.44	COG1082	Inosose dehydratase
JDHOFBHF_00173	gene	1134	iolG_2			
JDHOFBHF_00173	CDS	1134	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDHOFBHF_00174	gene	999	cytR			
JDHOFBHF_00174	CDS	999	cytR		COG1609	HTH-type transcriptional repressor CytR
JDHOFBHF_00175	gene	951				
JDHOFBHF_00175	CDS	951				hypothetical protein
JDHOFBHF_00176	gene	1113	xylH			
JDHOFBHF_00176	CDS	1113	xylH		COG4214	Xylose transport system permease protein XylH
JDHOFBHF_00177	gene	777	frcA			
JDHOFBHF_00177	CDS	777	frcA	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
JDHOFBHF_00178	gene	1182				
JDHOFBHF_00178	CDS	1182				hypothetical protein
JDHOFBHF_00179	gene	1026				
JDHOFBHF_00179	CDS	1026				hypothetical protein
JDHOFBHF_00180	gene	759				
JDHOFBHF_00180	CDS	759			COG3039	IS5 family transposase ISPye58
JDHOFBHF_00181	gene	231				
JDHOFBHF_00181	CDS	231				hypothetical protein
JDHOFBHF_00182	gene	177				
JDHOFBHF_00182	CDS	177				hypothetical protein
JDHOFBHF_00183	gene	396				
JDHOFBHF_00183	CDS	396				hypothetical protein
JDHOFBHF_00184	gene	504				
JDHOFBHF_00184	CDS	504				hypothetical protein
JDHOFBHF_00185	gene	807	proC			
JDHOFBHF_00185	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JDHOFBHF_00186	gene	336	csaA			
JDHOFBHF_00186	CDS	336	csaA		COG0073	putative chaperone CsaA
JDHOFBHF_00187	gene	954				
JDHOFBHF_00187	CDS	954		1.1.1.29		Glycerate dehydrogenase
JDHOFBHF_00188	gene	1218	dadA			
JDHOFBHF_00188	CDS	1218	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
JDHOFBHF_00189	gene	804	znuB			
JDHOFBHF_00189	CDS	804	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JDHOFBHF_00190	gene	729	znuC			
JDHOFBHF_00190	CDS	729	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
JDHOFBHF_00191	gene	495	zur			
JDHOFBHF_00191	CDS	495	zur		COG0735	Zinc uptake regulation protein
JDHOFBHF_00192	gene	1257				
JDHOFBHF_00192	CDS	1257				hypothetical protein
JDHOFBHF_00193	gene	945	ispH			
JDHOFBHF_00193	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
JDHOFBHF_00194	gene	345				
JDHOFBHF_00194	CDS	345				hypothetical protein
JDHOFBHF_00195	gene	273				
JDHOFBHF_00195	CDS	273				hypothetical protein
JDHOFBHF_00196	gene	447				
JDHOFBHF_00196	CDS	447				hypothetical protein
JDHOFBHF_00197	gene	609				
JDHOFBHF_00197	CDS	609				hypothetical protein
JDHOFBHF_00198	gene	462	rnhA			
JDHOFBHF_00198	CDS	462	rnhA	3.1.26.4	COG0328	Ribonuclease HI
JDHOFBHF_00199	gene	624				
JDHOFBHF_00199	CDS	624				hypothetical protein
JDHOFBHF_00200	gene	333				
JDHOFBHF_00200	CDS	333				hypothetical protein
JDHOFBHF_00201	gene	363				
JDHOFBHF_00201	CDS	363				hypothetical protein
JDHOFBHF_00202	gene	972	secF			
JDHOFBHF_00202	CDS	972	secF			Protein translocase subunit SecF
JDHOFBHF_00203	gene	1662	secD_1			
JDHOFBHF_00203	CDS	1662	secD_1		COG0342	Protein translocase subunit SecD
JDHOFBHF_00204	gene	324	yajC			
JDHOFBHF_00204	CDS	324	yajC		COG1862	Sec translocon accessory complex subunit YajC
JDHOFBHF_00205	gene	768				
JDHOFBHF_00205	CDS	768				hypothetical protein
JDHOFBHF_00206	gene	729	tam_1			
JDHOFBHF_00206	CDS	729	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
JDHOFBHF_00207	gene	1629	cimA			
JDHOFBHF_00207	CDS	1629	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
JDHOFBHF_00208	gene	279				
JDHOFBHF_00208	CDS	279				hypothetical protein
JDHOFBHF_00209	gene	1404	cysS			
JDHOFBHF_00209	CDS	1404	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JDHOFBHF_00210	gene	357				
JDHOFBHF_00210	CDS	357				hypothetical protein
JDHOFBHF_00211	gene	1320				
JDHOFBHF_00211	CDS	1320				hypothetical protein
JDHOFBHF_00212	gene	507	nsrR_1			
JDHOFBHF_00212	CDS	507	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
JDHOFBHF_00213	gene	777				
JDHOFBHF_00213	CDS	777				hypothetical protein
JDHOFBHF_00214	gene	762				
JDHOFBHF_00214	CDS	762		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
JDHOFBHF_00215	gene	984				
JDHOFBHF_00215	CDS	984				hypothetical protein
JDHOFBHF_00216	gene	1713				
JDHOFBHF_00216	CDS	1713				hypothetical protein
JDHOFBHF_00217	gene	834				
JDHOFBHF_00217	CDS	834				hypothetical protein
JDHOFBHF_00218	gene	657	trpF			
JDHOFBHF_00218	CDS	657	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JDHOFBHF_00219	gene	357				
JDHOFBHF_00219	CDS	357				hypothetical protein
JDHOFBHF_00220	gene	288	ihfB			
JDHOFBHF_00220	CDS	288	ihfB		COG0776	Integration host factor subunit beta
JDHOFBHF_00221	gene	2409				
JDHOFBHF_00221	CDS	2409				hypothetical protein
JDHOFBHF_00222	gene	279				
JDHOFBHF_00222	CDS	279				hypothetical protein
JDHOFBHF_00223	gene	420				
JDHOFBHF_00223	CDS	420				hypothetical protein
JDHOFBHF_00224	gene	537				
JDHOFBHF_00224	CDS	537				hypothetical protein
JDHOFBHF_00225	gene	837				
JDHOFBHF_00225	CDS	837				hypothetical protein
JDHOFBHF_00226	gene	96				
JDHOFBHF_00226	CDS	96				hypothetical protein
JDHOFBHF_00227	gene	255				
JDHOFBHF_00227	CDS	255				hypothetical protein
JDHOFBHF_00228	gene	264				
JDHOFBHF_00228	CDS	264				hypothetical protein
JDHOFBHF_00229	gene	1311				
JDHOFBHF_00229	CDS	1311				hypothetical protein
JDHOFBHF_00230	gene	1020	dusA			
JDHOFBHF_00230	CDS	1020	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
JDHOFBHF_00231	gene	1209				
JDHOFBHF_00231	CDS	1209				Tn3 family transposase TnXax1
JDHOFBHF_00232	gene	1236				
JDHOFBHF_00232	CDS	1236				Tn3 family transposase TnXax1
JDHOFBHF_00233	gene	738				
JDHOFBHF_00233	CDS	738				hypothetical protein
JDHOFBHF_00234	gene	3159	valS			
JDHOFBHF_00234	CDS	3159	valS	6.1.1.9	COG0525	Valine--tRNA ligase
JDHOFBHF_00235	gene	570				
JDHOFBHF_00235	CDS	570				hypothetical protein
JDHOFBHF_00236	gene	870	rpoH_1			
JDHOFBHF_00236	CDS	870	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
JDHOFBHF_00237	gene	399				
JDHOFBHF_00237	CDS	399				hypothetical protein
JDHOFBHF_00238	gene	891				
JDHOFBHF_00238	CDS	891				hypothetical protein
JDHOFBHF_00239	gene	534	chaC			
JDHOFBHF_00239	CDS	534	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
JDHOFBHF_00240	gene	1017				
JDHOFBHF_00240	CDS	1017				hypothetical protein
JDHOFBHF_00241	gene	1752				
JDHOFBHF_00241	CDS	1752				hypothetical protein
JDHOFBHF_00242	gene	981	glyQ			
JDHOFBHF_00242	CDS	981	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
JDHOFBHF_00243	gene	510				
JDHOFBHF_00243	CDS	510				hypothetical protein
JDHOFBHF_00244	gene	2241	glyS			
JDHOFBHF_00244	CDS	2241	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JDHOFBHF_00245	gene	1035	alr1			
JDHOFBHF_00245	CDS	1035	alr1	5.1.1.1	COG0787	Alanine racemase
JDHOFBHF_00246	gene	837	rsmA			
JDHOFBHF_00246	CDS	837	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JDHOFBHF_00247	gene	954	pdxA			
JDHOFBHF_00247	CDS	954	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
JDHOFBHF_00248	gene	1140	mnmA			
JDHOFBHF_00248	CDS	1140	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JDHOFBHF_00249	gene	279				
JDHOFBHF_00249	CDS	279				hypothetical protein
JDHOFBHF_00250	gene	723	ctrA			
JDHOFBHF_00250	CDS	723	ctrA			Cell cycle response regulator CtrA
JDHOFBHF_00251	gene	2136	ligA			
JDHOFBHF_00251	CDS	2136	ligA	6.5.1.2	COG0272	DNA ligase
JDHOFBHF_00252	gene	2091	recG			
JDHOFBHF_00252	CDS	2091	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
JDHOFBHF_00253	gene	114				
JDHOFBHF_00253	CDS	114				hypothetical protein
JDHOFBHF_00254	gene	1356	trmFO			
JDHOFBHF_00254	CDS	1356	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
JDHOFBHF_00255	gene	864	gltX_1			
JDHOFBHF_00255	CDS	864	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
JDHOFBHF_00256	gene	369	hisI			
JDHOFBHF_00256	CDS	369	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
JDHOFBHF_00257	gene	453				
JDHOFBHF_00257	CDS	453				hypothetical protein
JDHOFBHF_00258	gene	1623	pgm			
JDHOFBHF_00258	CDS	1623	pgm	5.4.2.2	COG0033	Phosphoglucomutase
JDHOFBHF_00259	gene	1797				
JDHOFBHF_00259	CDS	1797		2.7.2.1		acetate kinase
JDHOFBHF_00260	gene	492				
JDHOFBHF_00260	CDS	492				hypothetical protein
JDHOFBHF_00261	gene	447	dtd			
JDHOFBHF_00261	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JDHOFBHF_00262	gene	918	scrK			
JDHOFBHF_00262	CDS	918	scrK	2.7.1.4	COG0524	Fructokinase
JDHOFBHF_00263	gene	1092				
