locus_tag	ftype	length_bp	gene	EC_number	COG	product
LGINICCL_00089	CDS	378	crcB_2		COG0239	Putative fluoride ion transporter CrcB
LGINICCL_00090	gene	987				
LGINICCL_00090	CDS	987		1.1.1.29		Glycerate dehydrogenase
LGINICCL_00091	gene	504				
LGINICCL_00091	CDS	504				hypothetical protein
LGINICCL_00092	gene	1017				
LGINICCL_00092	CDS	1017				hypothetical protein
LGINICCL_00093	gene	972	paoD			
LGINICCL_00093	CDS	972	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
LGINICCL_00094	gene	1260				
LGINICCL_00094	CDS	1260				hypothetical protein
LGINICCL_00095	gene	780	fabG_1			
LGINICCL_00095	CDS	780	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LGINICCL_00096	gene	1050	trpS			
LGINICCL_00096	CDS	1050	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
LGINICCL_00097	gene	699				
LGINICCL_00097	CDS	699				hypothetical protein
LGINICCL_00098	gene	876	garR_1			
LGINICCL_00098	CDS	876	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LGINICCL_00099	gene	2460	quiP			
LGINICCL_00099	CDS	2460	quiP	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
LGINICCL_00100	gene	411				
LGINICCL_00100	CDS	411				hypothetical protein
LGINICCL_00101	gene	1143	dmdA_1			
LGINICCL_00101	CDS	1143	dmdA_1	2.1.1.269		Dimethylsulfonioproprionate demethylase DmdA
LGINICCL_00102	gene	495	lrp_1			
LGINICCL_00102	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
LGINICCL_00103	gene	1602	aruI			
LGINICCL_00103	CDS	1602	aruI	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
LGINICCL_00104	gene	234				
LGINICCL_00104	CDS	234				hypothetical protein
LGINICCL_00105	gene	1776	xsc			
LGINICCL_00105	CDS	1776	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
LGINICCL_00106	gene	1215	baiN			
LGINICCL_00106	CDS	1215	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
LGINICCL_00107	gene	327				
LGINICCL_00107	CDS	327				hypothetical protein
LGINICCL_00108	gene	684				
LGINICCL_00108	CDS	684				hypothetical protein
LGINICCL_00109	gene	909	occR_1			
LGINICCL_00109	CDS	909	occR_1			Octopine catabolism/uptake operon regulatory protein OccR
LGINICCL_00110	gene	1323	ugpB			
LGINICCL_00110	CDS	1323	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
LGINICCL_00111	gene	891	ugpA			
LGINICCL_00111	CDS	891	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
LGINICCL_00112	gene	849	lacG			
LGINICCL_00112	CDS	849	lacG			Lactose transport system permease protein LacG
LGINICCL_00113	gene	1053	ugpC			
LGINICCL_00113	CDS	1053	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
LGINICCL_00114	gene	906	glpQ			
LGINICCL_00114	CDS	906	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
LGINICCL_00115	gene	609				
LGINICCL_00115	CDS	609				hypothetical protein
LGINICCL_00116	gene	615				
LGINICCL_00116	CDS	615				hypothetical protein
LGINICCL_00117	gene	993				
LGINICCL_00117	CDS	993				hypothetical protein
LGINICCL_00118	gene	312				
LGINICCL_00118	CDS	312				hypothetical protein
LGINICCL_00119	gene	1257				
LGINICCL_00119	CDS	1257				IS110 family transposase ISRel25
LGINICCL_00120	gene	486				
LGINICCL_00120	CDS	486				hypothetical protein
LGINICCL_00121	gene	495				
LGINICCL_00121	CDS	495				hypothetical protein
LGINICCL_00122	gene	855	catE			
LGINICCL_00122	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
LGINICCL_00123	gene	120				
LGINICCL_00123	CDS	120				hypothetical protein
LGINICCL_00124	gene	1299	sasA_1			
LGINICCL_00124	CDS	1299	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LGINICCL_00125	gene	381				
LGINICCL_00125	CDS	381				hypothetical protein
LGINICCL_00126	gene	489				
LGINICCL_00126	CDS	489				hypothetical protein
LGINICCL_00127	gene	918				
LGINICCL_00127	CDS	918				IS66 family transposase ISPye45
LGINICCL_00128	gene	396				
LGINICCL_00128	CDS	396				hypothetical protein
LGINICCL_00129	gene	366				
LGINICCL_00129	CDS	366				hypothetical protein
LGINICCL_00130	gene	306				
LGINICCL_00130	CDS	306				hypothetical protein
LGINICCL_00131	gene	219				
LGINICCL_00131	CDS	219				hypothetical protein
LGINICCL_00132	gene	207				
LGINICCL_00132	CDS	207				hypothetical protein
LGINICCL_00133	gene	1236				
LGINICCL_00133	CDS	1236				hypothetical protein
LGINICCL_00134	gene	1026				
LGINICCL_00134	CDS	1026				hypothetical protein
LGINICCL_00135	gene	318	lrp_2			
LGINICCL_00135	CDS	318	lrp_2		COG1522	Leucine-responsive regulatory protein
LGINICCL_00136	gene	1119	ald_1			
LGINICCL_00136	CDS	1119	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
LGINICCL_00137	gene	915	truB			
LGINICCL_00137	CDS	915	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LGINICCL_00138	gene	762				
LGINICCL_00138	CDS	762				hypothetical protein
LGINICCL_00139	gene	435	rbfA			
LGINICCL_00139	CDS	435	rbfA			Ribosome-binding factor A
LGINICCL_00140	gene	801	dapB			
LGINICCL_00140	CDS	801	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LGINICCL_00141	gene	372				
LGINICCL_00141	CDS	372				hypothetical protein
LGINICCL_00142	gene	312				
LGINICCL_00142	CDS	312				hypothetical protein
LGINICCL_00143	gene	1203	yciC			
LGINICCL_00143	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
LGINICCL_00144	gene	1233				
LGINICCL_00144	CDS	1233				Tn3 family transposase TnXax1
LGINICCL_00145	gene	615				
LGINICCL_00145	CDS	615				hypothetical protein
LGINICCL_00146	gene	1146	cca			
LGINICCL_00146	CDS	1146	cca	2.7.7.72		CCA-adding enzyme
LGINICCL_00147	gene	606	nudL			
LGINICCL_00147	CDS	606	nudL	3.6.1.-		putative Nudix hydrolase NudL
LGINICCL_00148	gene	987	hslO			
LGINICCL_00148	CDS	987	hslO		COG1281	33 kDa chaperonin
LGINICCL_00149	gene	459				
LGINICCL_00149	CDS	459				hypothetical protein
LGINICCL_00150	gene	501	rppH			
LGINICCL_00150	CDS	501	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
LGINICCL_00151	gene	1332				
LGINICCL_00151	CDS	1332		3.4.21.-		putative CtpA-like serine protease
LGINICCL_00152	gene	1158				
LGINICCL_00152	CDS	1158				hypothetical protein
LGINICCL_00153	gene	1518	gpmI			
LGINICCL_00153	CDS	1518	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LGINICCL_00154	gene	1242	argG			
LGINICCL_00154	CDS	1242	argG	6.3.4.5	COG0137	Argininosuccinate synthase
LGINICCL_00155	gene	903				
LGINICCL_00155	CDS	903			COG0596	putative protein
LGINICCL_00156	gene	918	metAA			
LGINICCL_00156	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
LGINICCL_00157	gene	858				
LGINICCL_00157	CDS	858				hypothetical protein
LGINICCL_00158	gene	1104				
LGINICCL_00158	CDS	1104				hypothetical protein
LGINICCL_00159	gene	900				
LGINICCL_00159	CDS	900				hypothetical protein
LGINICCL_00160	gene	1002	comC			
LGINICCL_00160	CDS	1002	comC	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
LGINICCL_00161	gene	1452	gucD			
LGINICCL_00161	CDS	1452	gucD	1.2.1.26	COG1012	Alpha-ketoglutaric semialdehyde dehydrogenase
LGINICCL_00162	gene	1005				
LGINICCL_00162	CDS	1005				hypothetical protein
LGINICCL_00163	gene	1683				
LGINICCL_00163	CDS	1683				hypothetical protein
LGINICCL_00164	gene	657				
LGINICCL_00164	CDS	657				hypothetical protein
LGINICCL_00165	gene	963				
LGINICCL_00165	CDS	963				hypothetical protein
LGINICCL_00166	gene	1074	ousW			
LGINICCL_00166	CDS	1074	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
LGINICCL_00167	gene	1095	opuAA_1			
LGINICCL_00167	CDS	1095	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
LGINICCL_00168	gene	1059				
LGINICCL_00168	CDS	1059				hypothetical protein
LGINICCL_00169	gene	1341				
LGINICCL_00169	CDS	1341				hypothetical protein
LGINICCL_00170	gene	1839				
LGINICCL_00170	CDS	1839				hypothetical protein
LGINICCL_00171	gene	1047	tsaM1			
LGINICCL_00171	CDS	1047	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
LGINICCL_00172	gene	1089				
LGINICCL_00172	CDS	1089				hypothetical protein
LGINICCL_00173	gene	927	gcvA_1			
LGINICCL_00173	CDS	927	gcvA_1			Glycine cleavage system transcriptional activator
LGINICCL_00174	gene	1056	soxB_1			
LGINICCL_00174	CDS	1056	soxB_1	3.13.1.3		2'-hydroxybiphenyl-2-sulfinate desulfinase
LGINICCL_00175	gene	804	pheC_1			
LGINICCL_00175	CDS	804	pheC_1			Cyclohexadienyl dehydratase
LGINICCL_00176	gene	795				
LGINICCL_00176	CDS	795				hypothetical protein
LGINICCL_00177	gene	645				
LGINICCL_00177	CDS	645				hypothetical protein
LGINICCL_00178	gene	723				
LGINICCL_00178	CDS	723				hypothetical protein
LGINICCL_00179	gene	1209	doeA_1			
LGINICCL_00179	CDS	1209	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
LGINICCL_00180	gene	1140				
LGINICCL_00180	CDS	1140		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
LGINICCL_00181	gene	1233				
LGINICCL_00181	CDS	1233				hypothetical protein
LGINICCL_00182	gene	249	acpP_1			
LGINICCL_00182	CDS	249	acpP_1			Acyl carrier protein
LGINICCL_00183	gene	1224	bkdB			
LGINICCL_00183	CDS	1224	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
LGINICCL_00184	gene	1992	dxs_1			
LGINICCL_00184	CDS	1992	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
LGINICCL_00185	gene	1731	acsA_1			
LGINICCL_00185	CDS	1731	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LGINICCL_00186	gene	1704				
LGINICCL_00186	CDS	1704				hypothetical protein
LGINICCL_00187	gene	240				
LGINICCL_00187	CDS	240				hypothetical protein
LGINICCL_00188	gene	1116				
LGINICCL_00188	CDS	1116				hypothetical protein
LGINICCL_00189	gene	1521				
LGINICCL_00189	CDS	1521				hypothetical protein
LGINICCL_00190	gene	207	rpsU			
LGINICCL_00190	CDS	207	rpsU		COG0828	30S ribosomal protein S21
LGINICCL_00191	gene	723				
LGINICCL_00191	CDS	723				hypothetical protein
LGINICCL_00192	gene	873	ilvE_1			
LGINICCL_00192	CDS	873	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LGINICCL_00193	gene	993	ppsC_1			
LGINICCL_00193	CDS	993	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
LGINICCL_00194	gene	1008				
LGINICCL_00194	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
LGINICCL_00195	gene	609	COQ5_1			
LGINICCL_00195	CDS	609	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LGINICCL_00196	gene	2418	gyrB			
LGINICCL_00196	CDS	2418	gyrB	5.6.2.2		DNA gyrase subunit B
LGINICCL_00197	gene	621	leuE			
LGINICCL_00197	CDS	621	leuE		COG1280	Leucine efflux protein
LGINICCL_00198	gene	441				
LGINICCL_00198	CDS	441				hypothetical protein
LGINICCL_00199	gene	1113	recF			
LGINICCL_00199	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
LGINICCL_00200	gene	1119	dnaN			
LGINICCL_00200	CDS	1119	dnaN			Beta sliding clamp
LGINICCL_00201	gene	1407	dnaA			
LGINICCL_00201	CDS	1407	dnaA		COG0593	Chromosomal replication initiator protein DnaA
LGINICCL_00202	gene	417	rplQ			
LGINICCL_00202	CDS	417	rplQ		COG0203	50S ribosomal protein L17
LGINICCL_00203	gene	1017	rpoA			
LGINICCL_00203	CDS	1017	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LGINICCL_00204	gene	390	rpsK			
LGINICCL_00204	CDS	390	rpsK		COG0100	30S ribosomal protein S11
LGINICCL_00205	gene	369	rpsM			
LGINICCL_00205	CDS	369	rpsM		COG0099	30S ribosomal protein S13
LGINICCL_00206	gene	648	adk_1			
LGINICCL_00206	CDS	648	adk_1	2.7.4.3	COG0563	Adenylate kinase
LGINICCL_00207	gene	1374	secY			
LGINICCL_00207	CDS	1374	secY		COG0201	Protein translocase subunit SecY
LGINICCL_00208	gene	492	rplO			
LGINICCL_00208	CDS	492	rplO		COG0200	50S ribosomal protein L15
LGINICCL_00209	gene	474				
LGINICCL_00209	CDS	474				hypothetical protein
LGINICCL_00210	gene	1194				
LGINICCL_00210	CDS	1194				hypothetical protein
LGINICCL_00211	gene	1386	algC			
LGINICCL_00211	CDS	1386	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LGINICCL_00212	gene	1452	algA			
LGINICCL_00212	CDS	1452	algA		COG0662	Alginate biosynthesis protein AlgA
LGINICCL_00213	gene	1248	wecA_1			
LGINICCL_00213	CDS	1248	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
LGINICCL_00214	gene	876	rfbA			
LGINICCL_00214	CDS	876	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
LGINICCL_00215	gene	849	rfbD			
LGINICCL_00215	CDS	849	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LGINICCL_00216	gene	1044	rffG_1			
LGINICCL_00216	CDS	1044	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
LGINICCL_00217	gene	555	rfbC			
LGINICCL_00217	CDS	555	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LGINICCL_00218	gene	1311	prsE_1			
LGINICCL_00218	CDS	1311	prsE_1			Type I secretion system membrane fusion protein PrsE
LGINICCL_00219	gene	2214	btuD_1			
LGINICCL_00219	CDS	2214	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LGINICCL_00220	gene	1389	bepC_1			
LGINICCL_00220	CDS	1389	bepC_1			Outer membrane efflux protein BepC
LGINICCL_00221	gene	825				
LGINICCL_00221	CDS	825				hypothetical protein
LGINICCL_00222	gene	2952				
LGINICCL_00222	CDS	2952				hypothetical protein
LGINICCL_00223	gene	774	otnI			
LGINICCL_00223	CDS	774	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
LGINICCL_00224	gene	702	phoB			
LGINICCL_00224	CDS	702	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
LGINICCL_00225	gene	720	phoU			
LGINICCL_00225	CDS	720	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
LGINICCL_00226	gene	1137	phoR			
LGINICCL_00226	CDS	1137	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
LGINICCL_00227	gene	492	tsaE			
LGINICCL_00227	CDS	492	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
LGINICCL_00228	gene	2940				
LGINICCL_00228	CDS	2940				hypothetical protein
LGINICCL_00229	gene	3390	recB			
LGINICCL_00229	CDS	3390	recB	3.1.11.5		RecBCD enzyme subunit RecB
LGINICCL_00230	gene	321	trxA			
LGINICCL_00230	CDS	321	trxA		COG0526	Thioredoxin
LGINICCL_00231	gene	630	hslV			
LGINICCL_00231	CDS	630	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
LGINICCL_00232	gene	300				
LGINICCL_00232	CDS	300				hypothetical protein
LGINICCL_00233	gene	1356				
LGINICCL_00233	CDS	1356				hypothetical protein
LGINICCL_00234	gene	1305	hslU			
LGINICCL_00234	CDS	1305	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
LGINICCL_00235	gene	1176	tufA			
LGINICCL_00235	CDS	1176	tufA		COG0050	Elongation factor Tu
LGINICCL_00236	gene	1092				
LGINICCL_00236	CDS	1092				IS630 family transposase ISAzs31
LGINICCL_00237	gene	543	ycaC			
LGINICCL_00237	CDS	543	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
LGINICCL_00238	gene	189				
LGINICCL_00238	CDS	189				hypothetical protein
LGINICCL_00239	gene	393				
LGINICCL_00239	CDS	393				hypothetical protein
LGINICCL_00240	gene	768				
LGINICCL_00240	CDS	768				hypothetical protein
LGINICCL_00241	gene	792				
LGINICCL_00241	CDS	792			COG3039	IS5 family transposase ISPye12
LGINICCL_00242	gene	693				
LGINICCL_00242	CDS	693				hypothetical protein
LGINICCL_00243	gene	1125	queG			
LGINICCL_00243	CDS	1125	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
LGINICCL_00244	gene	1080	zapE			
LGINICCL_00244	CDS	1080	zapE		COG1485	Cell division protein ZapE
LGINICCL_00245	gene	855	sseA			
LGINICCL_00245	CDS	855	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
LGINICCL_00246	gene	567				
LGINICCL_00246	CDS	567				hypothetical protein
LGINICCL_00247	gene	990				
LGINICCL_00247	CDS	990				hypothetical protein
LGINICCL_00248	gene	207	cspA_1			
LGINICCL_00248	CDS	207	cspA_1		COG1278	Cold shock protein CspA
LGINICCL_00249	gene	723				
LGINICCL_00249	CDS	723				hypothetical protein
LGINICCL_00250	gene	486				
LGINICCL_00250	CDS	486				hypothetical protein
LGINICCL_00251	gene	1206	tuaC			
LGINICCL_00251	CDS	1206	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
