#BGC Name	Clan Number	Family Number
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000001.1.region002	41	41
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000002.1.region001	43	43
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000005.1.region002	45	45
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000002.1.region001	46	46
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000012.1.region001	47	47
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000018.1.region001	48	48
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000002.1.region001	50	50
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000002.1.region002	51	51
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000065.1.region001	52	52
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000079.1.region001	53	53
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000089.1.region001	54	54
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000093.1.region001	55	55
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000151.1.region001	56	56
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000187.1.region001	57	57
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000251.1.region001	58	58
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000318.1.region001	59	59
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000001.1.region001	60	60
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000007.1.region001	61	61
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000014.1.region001	63	63
GCF_003075525.1_Pararhodobacter_aggregans_D1-19-NZ_QDDR01000014.1.region001	64	64
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000004.1.region001	64	64
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000001.1.region001	65	65
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000002.1.region001	66	66
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000005.1.region001	67	67
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000010.1.region001	68	68
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000001.1.region001	69	69
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000004.1.region001	70	70
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000007.1.region001	71	71
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000009.1.region001	72	72
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000002.1.region001	73	73
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000004.1.region001	74	74
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000012.1.region001	76	76
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000015.1.region001	77	77
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000001.1.region001	78	78
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000004.1.region001	79	79
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000006.1.region001	80	80
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000007.1.region001	81	81
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000007.1.region001	82	82
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000008.1.region001	83	83
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000053.1.region001	84	84
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000054.1.region001	85	85
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000003.1.region001	86	86
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000002.1.region001	88	88
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000011.1.region001	89	89
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000015.1.region001	90	90
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000029.1.region001	91	91
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region001	92	92
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region002	93	93
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region003	94	94
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region004	95	95
GCF_001870665.2_Rhodobaca_barguzinensis_alga05-NZ_CP024899.1.region001	98	98
GCF_001870675.1_Roseinatronobacter_thiooxidans_ALG1-NZ_MEHT01000018.1.region001	98	98
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000003.1.region001	98	98
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000001.1.region001	98	98
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000002.1.region001	101	101
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000008.1.region001	102	102
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region001	104	104
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region002	105	105
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region003	106	106
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region004	107	107
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region005	108	108
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region006	109	109
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region007	110	110
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region008	111	111
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000218.1.region001	112	112
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000237.1.region001	113	113
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000273.1.region001	114	114
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000292.1.region001	115	115
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000002.1.region001	117	117
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000006.1.region001	117	117
GCF_001517585.1_Roseibaca_calidilacus_HL-91-NZ_FBYC01000004.1.region002	119	119
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000003.1.region001	119	119
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000001.1.region001	119	119
NZ_JAFMPR010000001.1.region001	119	119
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000009.1.region001	120	120
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000019.1.region001	120	120
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000026.1.region001	121	121
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000005.1.region001	122	122
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000006.1.region001	123	123
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000007.1.region001	124	124
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000012.1.region001	125	125
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000013.1.region001	126	126
GCF_000714535.1_Thioclava_pacifica_DSM_10166-NZ_AUND01000023.1.region002	127	127
GCF_001294535.1_Cypionkella_psychrotolerans_PAMC_27389-NZ_LGIC01000052.1.region001	127	127
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000007.1.region001	127	127
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000005.1.region001	127	127
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000013.1.region001	127	127
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000006.1.region001	127	127
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000009.1.region001	127	127
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.1.region001	127	127
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.1.region002	128	128
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000020.1.region001	129	129
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000030.1.region001	130	130
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000005.1.region001	131	131
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000008.1.region001	132	132
GCF_001517585.1_Roseibaca_calidilacus_HL-91-NZ_FBYC01000004.1.region003	135	135
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000002.1.region002	135	135
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000007.1.region001	135	135
NZ_JACBXS010000001.1.region001	138	138
NZ_JACBXS010000001.1.region002	139	139
NZ_JACBXS010000003.1.region001	140	140
NZ_JACBXS010000004.1.region001	141	141
NZ_JACBXS010000012.1.region001	142	142
NZ_JACBXS010000036.1.region001	143	143
NZ_JAFMPR010000003.1.region001	145	145
GCF_001517585.1_Roseibaca_calidilacus_HL-91-NZ_FBYC01000004.1.region001	146	146
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000001.1.region001	146	146
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000012.1.region001	146	146
NZ_JAFMPR010000008.1.region001	146	146
NZ_JAFMPR010000012.1.region001	147	147
NZ_JAQZSM010000003.1.region001	148	148
NZ_JAQZSM010000006.1.region001	149	149
NZ_JAQZSM010000008.1.region001	150	150
NZ_JAQZSM010000009.1.region001	151	151
NZ_MJAP01000001.1.region001	152	152
NZ_MJAP01000002.1.region001	153	153
NZ_MJAP01000010.1.region001	154	154
