BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_001517585.1_Roseibaca_calidilacus_HL-91-NZ_FBYC01000004.region003	NZ_FBYC01000004	Roseibaca calidilacus strain HL-91	T1PKS.NRPS-like	PKS-NRP_Hybrids	Roseibaca calidilacus HL-91..	
GCF_001870665.2_Rhodobaca_barguzinensis_alga05-NZ_CP024899.1.region001	NZ_CP024899.1	Rhodobaca barguzinensis strain alga05	terpene	Terpene	Rhodobaca barguzinensis alga05..	
GCF_001870665.2_Rhodobaca_barguzinensis_alga05-NZ_CP024899.1.region002	NZ_CP024899.1	Rhodobaca barguzinensis strain alga05	ectoine	Others	Rhodobaca barguzinensis alga05..	
GCF_001870665.2_Rhodobaca_barguzinensis_alga05-NZ_CP024899.1.region003	NZ_CP024899.1	Rhodobaca barguzinensis strain alga05	hserlactone	Others	Rhodobaca barguzinensis alga05..	
GCF_001870675.1_Roseinatronobacter_thiooxidans_ALG1-NZ_MEHT01000009.region001	NZ_MEHT01000009	Roseinatronobacter thiooxidans strain ALG1	ectoine.terpene	Others	Roseinatronobacter thiooxidans ALG1..	
GCF_001870675.1_Roseinatronobacter_thiooxidans_ALG1-NZ_MEHT01000009.region002	NZ_MEHT01000009	Roseinatronobacter thiooxidans strain ALG1	hserlactone	Others	Roseinatronobacter thiooxidans ALG1..	
GCF_001870675.1_Roseinatronobacter_thiooxidans_ALG1-NZ_MEHT01000018.region001	NZ_MEHT01000018	Roseinatronobacter thiooxidans strain ALG1	terpene	Terpene	Roseinatronobacter thiooxidans ALG1..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000001.region001	NZ_PHSN01000001	Acidimangrovimonas sediminis strain MS2-2	NRPS.T1PKS	PKS-NRP_Hybrids	Acidimangrovimonas sediminis MS2-2..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000004.region001	NZ_PHSN01000004	Acidimangrovimonas sediminis strain MS2-2	terpene	Terpene	Acidimangrovimonas sediminis MS2-2..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000005.region001	NZ_PHSN01000005	Acidimangrovimonas sediminis strain MS2-2	RiPP-like	RiPPs	Acidimangrovimonas sediminis MS2-2..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000005.region002	NZ_PHSN01000005	Acidimangrovimonas sediminis strain MS2-2	hserlactone	Others	Acidimangrovimonas sediminis MS2-2..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000014.region001	NZ_PHSN01000014	Acidimangrovimonas sediminis strain MS2-2	T3PKS	PKSother	Acidimangrovimonas sediminis MS2-2..	
GCF_002871005.1_Acidimangrovimonas_sediminis_MS2-2-NZ_PHSN01000027.region001	NZ_PHSN01000027	Acidimangrovimonas sediminis strain MS2-2	ectoine	Others	Acidimangrovimonas sediminis MS2-2..	
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000001.region001	NZ_PJON01000001	Tabrizicola aquatica strain RCRI19	terpene	Terpene	Tabrizicola aquatica RCRI19..	
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000001.region002	NZ_PJON01000001	Tabrizicola aquatica strain RCRI19	terpene	Terpene	Tabrizicola aquatica RCRI19..	
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000001.region003	NZ_PJON01000001	Tabrizicola aquatica strain RCRI19	RiPP-like	RiPPs	Tabrizicola aquatica RCRI19..	
GCF_002900975.1_Tabrizicola_aquatica_RCRI19-NZ_PJON01000007.region001	NZ_PJON01000007	Tabrizicola aquatica strain RCRI19	hserlactone	Others	Tabrizicola aquatica RCRI19..	
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000002.region001	NZ_PRDS01000002	Albidovulum inexpectatum strain DSM 12048	terpene	Terpene	Albidovulum inexpectatum DSM 12048..	
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000005.region001	NZ_PRDS01000005	Albidovulum inexpectatum strain DSM 12048	hserlactone	Others	Albidovulum inexpectatum DSM 12048..	
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000005.region002	NZ_PRDS01000005	Albidovulum inexpectatum strain DSM 12048	hserlactone	Others	Albidovulum inexpectatum DSM 12048..	
GCF_002927635.1_Albidovulum_inexpectatum_DSM_12048-NZ_PRDS01000006.region001	NZ_PRDS01000006	Albidovulum inexpectatum strain DSM 12048	RiPP-like	RiPPs	Albidovulum inexpectatum DSM 12048..	
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000002.region001	NZ_PZKE01000002	Fuscovulum blasticum strain DSM 2131	RRE-containing	RiPPs	Fuscovulum blasticum DSM 2131..	
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000012.region001	NZ_PZKE01000012	Fuscovulum blasticum strain DSM 2131	hserlactone	Others	Fuscovulum blasticum DSM 2131..	
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000018.region001	NZ_PZKE01000018	Fuscovulum blasticum strain DSM 2131	terpene	Terpene	Fuscovulum blasticum DSM 2131..	
GCF_003034965.1_Fuscovulum_blasticum_DSM_2131-NZ_PZKE01000022.region001	NZ_PZKE01000022	Fuscovulum blasticum strain DSM 2131	terpene	Terpene	Fuscovulum blasticum DSM 2131..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000002.region001	NZ_PZKG01000002	Cereibacter changlensis strain JA139JA139	terpene	Terpene	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000002.region002	NZ_PZKG01000002	Cereibacter changlensis strain JA139JA139	hserlactone	Others	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000065.region001	NZ_PZKG01000065	Cereibacter changlensis strain JA139JA139	RRE-containing	RiPPs	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000079.region001	NZ_PZKG01000079	Cereibacter changlensis strain JA139JA139	terpene	Terpene	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000089.region001	NZ_PZKG01000089	Cereibacter changlensis strain JA139JA139	hserlactone	Others	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000093.region001	NZ_PZKG01000093	Cereibacter changlensis strain JA139JA139	NRPS-like	NRPS	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000151.region001	NZ_PZKG01000151	Cereibacter changlensis strain JA139JA139	NRPS-like.T1PKS	PKS-NRP_Hybrids	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000187.region001	NZ_PZKG01000187	Cereibacter changlensis strain JA139JA139	redox-cofactor	Others	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000251.region001	NZ_PZKG01000251	Cereibacter changlensis strain JA139JA139	hserlactone	Others	Cereibacter changlensis JA139JA139..	
GCF_003034985.1_Cereibacter_changlensis_JA139_JA139-NZ_PZKG01000318.region001	NZ_PZKG01000318	Cereibacter changlensis strain JA139JA139	hserlactone	Others	Cereibacter changlensis JA139JA139..	
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000001.region001	NZ_PZKF01000001	Phaeovulum veldkampii strain DSM 11550	terpene	Terpene	Phaeovulum veldkampii DSM 11550..	
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000007.region001	NZ_PZKF01000007	Phaeovulum veldkampii strain DSM 11550	betalactone	Others	Phaeovulum veldkampii DSM 11550..	
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000013.region001	NZ_PZKF01000013	Phaeovulum veldkampii strain DSM 11550	hserlactone	Others	Phaeovulum veldkampii DSM 11550..	
GCF_003034995.1_Phaeovulum_veldkampii_DSM_11550-NZ_PZKF01000014.region001	NZ_PZKF01000014	Phaeovulum veldkampii strain DSM 11550	terpene	Terpene	Phaeovulum veldkampii DSM 11550..	
GCF_003075525.1_Pararhodobacter_aggregans_D1-19-NZ_QDDR01000001.region001	NZ_QDDR01000001	Pararhodobacter aggregans strain D1-19	RiPP-like	RiPPs	Pararhodobacter aggregans D1-19..	
GCF_003075525.1_Pararhodobacter_aggregans_D1-19-NZ_QDDR01000014.region001	NZ_QDDR01000014	Pararhodobacter aggregans strain D1-19	T1PKS.NRPS-like	PKS-NRP_Hybrids	Pararhodobacter aggregans D1-19..	
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000001.region001	NZ_QDKM01000001	Pararhodobacter oceanensis strain AM505	terpene	Terpene	Pararhodobacter oceanensis AM505..	
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000002.region001	NZ_QDKM01000002	Pararhodobacter oceanensis strain AM505	ectoine	Others	Pararhodobacter oceanensis AM505..	
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000003.region001	NZ_QDKM01000003	Pararhodobacter oceanensis strain AM505	RiPP-like	RiPPs	Pararhodobacter oceanensis AM505..	
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000005.region001	NZ_QDKM01000005	Pararhodobacter oceanensis strain AM505	NRPS-like.T1PKS	PKS-NRP_Hybrids	Pararhodobacter oceanensis AM505..	
GCF_003076755.1_Pararhodobacter_oceanensis_AM505-NZ_QDKM01000010.region001	NZ_QDKM01000010	Pararhodobacter oceanensis strain AM505	betalactone	Others	Pararhodobacter oceanensis AM505..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000001.region001	NZ_QEYD01000001	Pararhodobacter marinus strain CIC4N-9	T1PKS.NRPS-like	PKS-NRP_Hybrids	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000004.region001	NZ_QEYD01000004	Pararhodobacter marinus strain CIC4N-9	NRPS-like	NRPS	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000007.region001	NZ_QEYD01000007	Pararhodobacter marinus strain CIC4N-9	ectoine	Others	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000007.region002	NZ_QEYD01000007	Pararhodobacter marinus strain CIC4N-9	RiPP-like	RiPPs	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000009.region001	NZ_QEYD01000009	Pararhodobacter marinus strain CIC4N-9	betalactone	Others	Pararhodobacter marinus CIC4N-9..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000002.region001	NZ_QKZO01000002	Rhodobacter capsulatus strain DSM 1710	hserlactone	Others	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000004.region001	NZ_QKZO01000004	Rhodobacter capsulatus strain DSM 1710	terpene	Terpene	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000006.region001	NZ_QKZO01000006	Rhodobacter capsulatus strain DSM 1710	hserlactone	Others	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000008.region001	NZ_QKZO01000008	Rhodobacter capsulatus strain DSM 1710	RiPP-like	RiPPs	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000012.region001	NZ_QKZO01000012	Rhodobacter capsulatus strain DSM 1710	NRPS-like	NRPS	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000015.region001	NZ_QKZO01000015	Rhodobacter capsulatus strain DSM 1710	NRPS	NRPS	Rhodobacter capsulatus DSM 1710..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000001.region001	NZ_QNHG01000001	Pseudogemmobacter bohemicus strain Cd-10	NRPS-like	NRPS	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000004.region001	NZ_QNHG01000004	Pseudogemmobacter bohemicus strain Cd-10	NRPS.NRPS-like	NRPS	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000006.region001	NZ_QNHG01000006	Pseudogemmobacter bohemicus strain Cd-10	hserlactone	Others	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000007.region001	NZ_QNHG01000007	Pseudogemmobacter bohemicus strain Cd-10	RRE-containing	RiPPs	Pseudogemmobacter bohemicus Cd-10..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000007.region001	NZ_QNVJ01000007	Alkalilacustris brevis strain 34079	betalactone	Others	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000008.region001	NZ_QNVJ01000008	Alkalilacustris brevis strain 34079	ectoine	Others	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000053.region001	NZ_QNVJ01000053	Alkalilacustris brevis strain 34079	RRE-containing	RiPPs	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000054.region001	NZ_QNVJ01000054	Alkalilacustris brevis strain 34079	hserlactone	Others	Alkalilacustris brevis 34079..	
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000002.region001	NZ_REEZ01000002	Pararhodobacter zhoushanensis strain ZQ420	RiPP-like	RiPPs	Pararhodobacter zhoushanensis ZQ420..	
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000003.region001	NZ_REEZ01000003	Pararhodobacter zhoushanensis strain ZQ420	NRPS-like	NRPS	Pararhodobacter zhoushanensis ZQ420..	
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000004.region001	NZ_REEZ01000004	Pararhodobacter zhoushanensis strain ZQ420	T1PKS.NRPS-like	PKS-NRP_Hybrids	Pararhodobacter zhoushanensis ZQ420..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000002.region001	NZ_RRYH01000002	Solirhodobacter olei strain Pet-1	hserlactone	Others	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000011.region001	NZ_RRYH01000011	Solirhodobacter olei strain Pet-1	NRPS.T1PKS	PKS-NRP_Hybrids	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000015.region001	NZ_RRYH01000015	Solirhodobacter olei strain Pet-1	hserlactone	Others	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000029.region001	NZ_RRYH01000029	Solirhodobacter olei strain Pet-1	hserlactone.NRPS-like	Others	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000032.region001	NZ_RRYH01000032	Solirhodobacter olei strain Pet-1	RiPP-like	RiPPs	Solirhodobacter olei Pet-1..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region001	NZ_ML137218.1	Falsirhodobacter deserti strain W402	hserlactone	Others	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region002	NZ_ML137218.1	Falsirhodobacter deserti strain W402	terpene	Terpene	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region003	NZ_ML137218.1	Falsirhodobacter deserti strain W402	terpene	Terpene	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region004	NZ_ML137218.1	Falsirhodobacter deserti strain W402	redox-cofactor	Others	Falsirhodobacter deserti W402..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000002.region001	NZ_SORN01000002	Rhodobaca bogoriensis strain DSM 18756	ectoine	Others	Rhodobaca bogoriensis DSM 18756..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000002.region002	NZ_SORN01000002	Rhodobaca bogoriensis strain DSM 18756	hserlactone	Others	Rhodobaca bogoriensis DSM 18756..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000003.region001	NZ_SORN01000003	Rhodobaca bogoriensis strain DSM 18756	terpene	Terpene	Rhodobaca bogoriensis DSM 18756..	
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000001.region001	NZ_VFPT01000001	Roseinatronobacter monicus strain DSM 18423	terpene	Terpene	Roseinatronobacter monicus DSM 18423..	
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000001.region002	NZ_VFPT01000001	Roseinatronobacter monicus strain DSM 18423	ectoine.terpene	Others	Roseinatronobacter monicus DSM 18423..	
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000006.region001	NZ_VFPT01000006	Roseinatronobacter monicus strain DSM 18423	RiPP-like	RiPPs	Roseinatronobacter monicus DSM 18423..	
GCF_009908165.1_Frigidibacter_albus_SP32-c00022_NZ_JAAA...region001	c00022_NZ_JAAA..	Frigidibacter albus strain SP32	terpene	Terpene	Frigidibacter albus SP32..	
GCF_009908165.1_Frigidibacter_albus_SP32-c00039_NZ_JAAA...region001	c00039_NZ_JAAA..	Frigidibacter albus strain SP32	RiPP-like	RiPPs	Frigidibacter albus SP32..	
GCF_009908165.1_Frigidibacter_albus_SP32-c00039_NZ_JAAA...region002	c00039_NZ_JAAA..	Frigidibacter albus strain SP32	hglE-KS.T1PKS	PKSother	Frigidibacter albus SP32..	
GCF_009908165.1_Frigidibacter_albus_SP32-c00040_NZ_JAAA...region001	c00040_NZ_JAAA..	Frigidibacter albus strain SP32	hserlactone	Others	Frigidibacter albus SP32..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region001	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	ectoine	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region002	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	terpene	Terpene	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region003	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	betalactone	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region004	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	hserlactone	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region005	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	ectoine	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region006	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	terpene	Terpene	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region007	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	NRPS	NRPS	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region008	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseicitreum antarcticum ZS2-28..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000218.region001	NZ_NHSD01000218	Rhodobaculum claviforme strain LMG28126	ectoine	Others	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000237.region001	NZ_NHSD01000237	Rhodobaculum claviforme strain LMG28126	terpene	Terpene	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000273.region001	NZ_NHSD01000273	Rhodobaculum claviforme strain LMG28126	terpene	Terpene	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000287.region001	NZ_NHSD01000287	Rhodobaculum claviforme strain LMG28126	RiPP-like	RiPPs	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000292.region001	NZ_NHSD01000292	Rhodobaculum claviforme strain LMG28126	betalactone	Others	Rhodobaculum claviforme LMG28126..	
