locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNFEMFIJ_00035	CDS	738	iclR_1		COG1414	Transcriptional repressor IclR
BNFEMFIJ_00036	gene	837	allE			
BNFEMFIJ_00036	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
BNFEMFIJ_00037	gene	765	glnQ_1			
BNFEMFIJ_00037	CDS	765	glnQ_1			Glutamine transport ATP-binding protein GlnQ
BNFEMFIJ_00038	gene	1125	yhdY_1			
BNFEMFIJ_00038	CDS	1125	yhdY_1		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
BNFEMFIJ_00039	gene	1128				
BNFEMFIJ_00039	CDS	1128				hypothetical protein
BNFEMFIJ_00040	gene	1035	yhdW_1			
BNFEMFIJ_00040	CDS	1035	yhdW_1			Putative amino-acid ABC transporter-binding protein YhdW
BNFEMFIJ_00041	gene	729				
BNFEMFIJ_00041	CDS	729				hypothetical protein
BNFEMFIJ_00042	gene	462				
BNFEMFIJ_00042	CDS	462				hypothetical protein
BNFEMFIJ_00043	gene	1092	cefD			
BNFEMFIJ_00043	CDS	1092	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
BNFEMFIJ_00044	gene	76				
BNFEMFIJ_00044	tRNA	76				tRNA-Ala(ggc)
BNFEMFIJ_00045	gene	330				
BNFEMFIJ_00045	CDS	330				hypothetical protein
BNFEMFIJ_00046	gene	705				
BNFEMFIJ_00046	CDS	705				hypothetical protein
BNFEMFIJ_00047	gene	657	mcbR_1			
BNFEMFIJ_00047	CDS	657	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
BNFEMFIJ_00048	gene	1152				
BNFEMFIJ_00048	CDS	1152				hypothetical protein
BNFEMFIJ_00049	gene	1050	ugpC			
BNFEMFIJ_00049	CDS	1050	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BNFEMFIJ_00050	gene	849	lacG			
BNFEMFIJ_00050	CDS	849	lacG			Lactose transport system permease protein LacG
BNFEMFIJ_00051	gene	885	ugpA			
BNFEMFIJ_00051	CDS	885	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BNFEMFIJ_00052	gene	1323	ugpB			
BNFEMFIJ_00052	CDS	1323	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BNFEMFIJ_00053	gene	783	pdaC			
BNFEMFIJ_00053	CDS	783	pdaC	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
BNFEMFIJ_00054	gene	76				
BNFEMFIJ_00054	tRNA	76				tRNA-Ser(gct)
BNFEMFIJ_00055	gene	1398	spuC_1			
BNFEMFIJ_00055	CDS	1398	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
BNFEMFIJ_00056	gene	675	mcbR_2			
BNFEMFIJ_00056	CDS	675	mcbR_2		COG1802	HTH-type transcriptional regulator McbR
BNFEMFIJ_00057	gene	1014				
BNFEMFIJ_00057	CDS	1014		3.4.11.-	COG3191	putative aminopeptidase
BNFEMFIJ_00058	gene	207				
BNFEMFIJ_00058	CDS	207				hypothetical protein
BNFEMFIJ_00059	gene	684				
BNFEMFIJ_00059	CDS	684				hypothetical protein
BNFEMFIJ_00060	gene	903	cnoX			
BNFEMFIJ_00060	CDS	903	cnoX		COG3118	Chaperedoxin
BNFEMFIJ_00061	gene	711	cloR			
BNFEMFIJ_00061	CDS	711	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
BNFEMFIJ_00062	gene	1140				
BNFEMFIJ_00062	CDS	1140		1.14.11.1		Gamma-butyrobetaine dioxygenase
BNFEMFIJ_00063	gene	897	gcvA_1			
BNFEMFIJ_00063	CDS	897	gcvA_1			Glycine cleavage system transcriptional activator
BNFEMFIJ_00064	gene	564				
BNFEMFIJ_00064	CDS	564				hypothetical protein
BNFEMFIJ_00065	gene	690				
BNFEMFIJ_00065	CDS	690				hypothetical protein
BNFEMFIJ_00066	gene	1239	hscA			
BNFEMFIJ_00066	CDS	1239	hscA			Chaperone protein HscA
BNFEMFIJ_00067	gene	420	fur			
BNFEMFIJ_00067	CDS	420	fur		COG0735	Ferric uptake regulation protein
BNFEMFIJ_00068	gene	897				
BNFEMFIJ_00068	CDS	897			COG0803	putative periplasmic iron-binding protein
BNFEMFIJ_00069	gene	879	btuD_1			
BNFEMFIJ_00069	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNFEMFIJ_00070	gene	864	mntB_1			
BNFEMFIJ_00070	CDS	864	mntB_1			Manganese transport system membrane protein MntB
BNFEMFIJ_00071	gene	834	mntB_2			
BNFEMFIJ_00071	CDS	834	mntB_2			Manganese transport system membrane protein MntB
BNFEMFIJ_00072	gene	972	ddpF_1			
BNFEMFIJ_00072	CDS	972	ddpF_1		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
BNFEMFIJ_00073	gene	1866	btuD_2			
BNFEMFIJ_00073	CDS	1866	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNFEMFIJ_00074	gene	963	gsiC_1			
BNFEMFIJ_00074	CDS	963	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
BNFEMFIJ_00075	gene	1578	hbpA_1			
BNFEMFIJ_00075	CDS	1578	hbpA_1		COG0747	Heme-binding protein A
BNFEMFIJ_00076	gene	705				
BNFEMFIJ_00076	CDS	705				hypothetical protein
BNFEMFIJ_00077	gene	789	nanR_1			
BNFEMFIJ_00077	CDS	789	nanR_1		COG2186	HTH-type transcriptional repressor NanR
BNFEMFIJ_00078	gene	534				
BNFEMFIJ_00078	CDS	534				hypothetical protein
BNFEMFIJ_00079	gene	741	fixK_1			
BNFEMFIJ_00079	CDS	741	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
BNFEMFIJ_00080	gene	3426	cheB_1			
BNFEMFIJ_00080	CDS	3426	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BNFEMFIJ_00081	gene	1380	sad			
BNFEMFIJ_00081	CDS	1380	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
BNFEMFIJ_00082	gene	1299				
BNFEMFIJ_00082	CDS	1299				hypothetical protein
BNFEMFIJ_00083	gene	1011	livH_1			
BNFEMFIJ_00083	CDS	1011	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BNFEMFIJ_00084	gene	363				
BNFEMFIJ_00084	CDS	363				hypothetical protein
BNFEMFIJ_00085	gene	735	livF_1			
BNFEMFIJ_00085	CDS	735	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BNFEMFIJ_00086	gene	792	lptB_1			
BNFEMFIJ_00086	CDS	792	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BNFEMFIJ_00087	gene	1182	braC_1			
BNFEMFIJ_00087	CDS	1182	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
BNFEMFIJ_00088	gene	726	apaH			
BNFEMFIJ_00088	CDS	726	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
BNFEMFIJ_00089	gene	798	motB			
BNFEMFIJ_00089	CDS	798	motB		COG1360	Motility protein B
BNFEMFIJ_00090	gene	1311	flgE			
BNFEMFIJ_00090	CDS	1311	flgE		COG1749	Flagellar hook protein FlgE
BNFEMFIJ_00091	gene	1428				
BNFEMFIJ_00091	CDS	1428				hypothetical protein
BNFEMFIJ_00092	gene	1008				
BNFEMFIJ_00092	CDS	1008				hypothetical protein
BNFEMFIJ_00093	gene	1101	flgI			
BNFEMFIJ_00093	CDS	1101	flgI			Flagellar P-ring protein
BNFEMFIJ_00094	gene	1035	spuE_1			
BNFEMFIJ_00094	CDS	1035	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
BNFEMFIJ_00095	gene	804	ydcV_1			
BNFEMFIJ_00095	CDS	804	ydcV_1			Inner membrane ABC transporter permease protein YdcV
BNFEMFIJ_00096	gene	924	potB_1			
BNFEMFIJ_00096	CDS	924	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
BNFEMFIJ_00097	gene	1077	btuD_3			
BNFEMFIJ_00097	CDS	1077	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNFEMFIJ_00098	gene	687				
BNFEMFIJ_00098	CDS	687				hypothetical protein
BNFEMFIJ_00099	gene	1650	nfdA_1			
BNFEMFIJ_00099	CDS	1650	nfdA_1	3.5.1.91		N-substituted formamide deformylase
BNFEMFIJ_00100	gene	480				
BNFEMFIJ_00100	CDS	480				hypothetical protein
BNFEMFIJ_00101	gene	1134	mmgC_1			
BNFEMFIJ_00101	CDS	1134	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BNFEMFIJ_00102	gene	534				
BNFEMFIJ_00102	CDS	534				hypothetical protein
BNFEMFIJ_00103	gene	975				
BNFEMFIJ_00103	CDS	975				hypothetical protein
BNFEMFIJ_00104	gene	1284	siaM_1			
BNFEMFIJ_00104	CDS	1284	siaM_1		COG1593	Sialic acid TRAP transporter large permease protein SiaM
BNFEMFIJ_00105	gene	867	gatA_1			
BNFEMFIJ_00105	CDS	867	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BNFEMFIJ_00106	gene	684	aam_1			
BNFEMFIJ_00106	CDS	684	aam_1	3.5.1.13	COG0154	Acylamidase
BNFEMFIJ_00107	gene	1041	gbpR_1			
BNFEMFIJ_00107	CDS	1041	gbpR_1			HTH-type transcriptional regulator GbpR
BNFEMFIJ_00108	gene	477	bauA_1			
BNFEMFIJ_00108	CDS	477	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
BNFEMFIJ_00109	gene	1080	tolB_1			
BNFEMFIJ_00109	CDS	1080	tolB_1			Tol-Pal system protein TolB
BNFEMFIJ_00110	gene	1896				
BNFEMFIJ_00110	CDS	1896				hypothetical protein
BNFEMFIJ_00111	gene	999				
BNFEMFIJ_00111	CDS	999				hypothetical protein
BNFEMFIJ_00112	gene	951	dapA_1			
BNFEMFIJ_00112	CDS	951	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
BNFEMFIJ_00113	gene	1029	cytR_1			
BNFEMFIJ_00113	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
BNFEMFIJ_00114	gene	1488				
BNFEMFIJ_00114	CDS	1488				hypothetical protein
BNFEMFIJ_00115	gene	447				
BNFEMFIJ_00115	CDS	447				hypothetical protein
BNFEMFIJ_00116	gene	957				
BNFEMFIJ_00116	CDS	957				hypothetical protein
BNFEMFIJ_00117	gene	927	aes_1			
BNFEMFIJ_00117	CDS	927	aes_1	3.1.1.-		Acetyl esterase
BNFEMFIJ_00118	gene	840				
BNFEMFIJ_00118	CDS	840				hypothetical protein
BNFEMFIJ_00119	gene	981				
BNFEMFIJ_00119	CDS	981				hypothetical protein
BNFEMFIJ_00120	gene	942	gbpR_2			
BNFEMFIJ_00120	CDS	942	gbpR_2			HTH-type transcriptional regulator GbpR
BNFEMFIJ_00121	gene	1515				
BNFEMFIJ_00121	CDS	1515		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 2
BNFEMFIJ_00122	gene	726	proA_1			
BNFEMFIJ_00122	CDS	726	proA_1	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
BNFEMFIJ_00123	gene	900	dapA_2			
BNFEMFIJ_00123	CDS	900	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BNFEMFIJ_00124	gene	1743				
BNFEMFIJ_00124	CDS	1743		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
BNFEMFIJ_00125	gene	1035	gntR_1			
BNFEMFIJ_00125	CDS	1035	gntR_1			HTH-type transcriptional regulator GntR
BNFEMFIJ_00126	gene	504				
BNFEMFIJ_00126	CDS	504				hypothetical protein
BNFEMFIJ_00127	gene	2208	paoC			
BNFEMFIJ_00127	CDS	2208	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
BNFEMFIJ_00128	gene	972	paoB			
BNFEMFIJ_00128	CDS	972	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
BNFEMFIJ_00129	gene	525	paoA			
BNFEMFIJ_00129	CDS	525	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
BNFEMFIJ_00130	gene	708				
BNFEMFIJ_00130	CDS	708		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
BNFEMFIJ_00131	gene	1770				
BNFEMFIJ_00131	CDS	1770		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
BNFEMFIJ_00132	gene	1302	adhB			
BNFEMFIJ_00132	CDS	1302	adhB	1.1.5.5		Alcohol dehydrogenase (quinone), cytochrome c subunit
BNFEMFIJ_00133	gene	1011				
BNFEMFIJ_00133	CDS	1011				hypothetical protein
BNFEMFIJ_00134	gene	1041				
BNFEMFIJ_00134	CDS	1041			COG0609	putative ABC transporter permease protein
BNFEMFIJ_00135	gene	765	fpuD			
BNFEMFIJ_00135	CDS	765	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
BNFEMFIJ_00136	gene	951	cntI_2			
BNFEMFIJ_00136	CDS	951	cntI_2			Pseudopaline exporter CntI
BNFEMFIJ_00137	gene	744	dpgD_1			
BNFEMFIJ_00137	CDS	744	dpgD_1	4.2.1.17		Enoyl-CoA-hydratase
BNFEMFIJ_00138	gene	1164				
BNFEMFIJ_00138	CDS	1164		4.4.1.13	COG1168	Cystathionine beta-lyase
BNFEMFIJ_00139	gene	1431	frc			
BNFEMFIJ_00139	CDS	1431	frc	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
BNFEMFIJ_00140	gene	729	glnQ_2			
BNFEMFIJ_00140	CDS	729	glnQ_2			Glutamine transport ATP-binding protein GlnQ
BNFEMFIJ_00141	gene	705	artQ			
BNFEMFIJ_00141	CDS	705	artQ		COG0765	Arginine transport system permease protein ArtQ
BNFEMFIJ_00142	gene	726	gltJ			
BNFEMFIJ_00142	CDS	726	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
BNFEMFIJ_00143	gene	822	glnH			
BNFEMFIJ_00143	CDS	822	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
BNFEMFIJ_00144	gene	888	cynR_1			
BNFEMFIJ_00144	CDS	888	cynR_1			HTH-type transcriptional regulator CynR
BNFEMFIJ_00145	gene	762	fpuC			
BNFEMFIJ_00145	CDS	762	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
BNFEMFIJ_00146	gene	1041	fecD			
BNFEMFIJ_00146	CDS	1041	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
BNFEMFIJ_00147	gene	1026				
BNFEMFIJ_00147	CDS	1026				hypothetical protein
BNFEMFIJ_00148	gene	1095				
BNFEMFIJ_00148	CDS	1095				hypothetical protein
BNFEMFIJ_00149	gene	2025	kynu			
BNFEMFIJ_00149	CDS	2025	kynu	3.7.1.3		Kynureninase
BNFEMFIJ_00150	gene	660				
BNFEMFIJ_00150	CDS	660				hypothetical protein
BNFEMFIJ_00151	gene	1395	dapE_1			
BNFEMFIJ_00151	CDS	1395	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
BNFEMFIJ_00152	gene	972	ddpF_2			
BNFEMFIJ_00152	CDS	972	ddpF_2		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
BNFEMFIJ_00153	gene	975	oppD_1			
BNFEMFIJ_00153	CDS	975	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
BNFEMFIJ_00154	gene	879	ddpC_1			
BNFEMFIJ_00154	CDS	879	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
BNFEMFIJ_00155	gene	918	gsiC_2			
BNFEMFIJ_00155	CDS	918	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
BNFEMFIJ_00156	gene	1515	hbpA_2			
BNFEMFIJ_00156	CDS	1515	hbpA_2		COG0747	Heme-binding protein A
BNFEMFIJ_00157	gene	1650	mopR_1			
BNFEMFIJ_00157	CDS	1650	mopR_1			Phenol regulator MopR
BNFEMFIJ_00158	gene	516				
BNFEMFIJ_00158	CDS	516				hypothetical protein
BNFEMFIJ_00159	gene	819				
BNFEMFIJ_00159	CDS	819		1.-.-.-		putative oxidoreductase
BNFEMFIJ_00160	gene	1290				
BNFEMFIJ_00160	CDS	1290				hypothetical protein
BNFEMFIJ_00161	gene	738	lptB_2			
BNFEMFIJ_00161	CDS	738	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BNFEMFIJ_00162	gene	726	livF_2			
BNFEMFIJ_00162	CDS	726	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BNFEMFIJ_00163	gene	861	livH_2			
BNFEMFIJ_00163	CDS	861	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BNFEMFIJ_00164	gene	1005				
BNFEMFIJ_00164	CDS	1005				hypothetical protein
BNFEMFIJ_00165	gene	1011	yjmD			
BNFEMFIJ_00165	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
BNFEMFIJ_00166	gene	1233				
BNFEMFIJ_00166	CDS	1233		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BNFEMFIJ_00167	gene	1083	hmp_1			
BNFEMFIJ_00167	CDS	1083	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
BNFEMFIJ_00168	gene	354				
BNFEMFIJ_00168	CDS	354				hypothetical protein
BNFEMFIJ_00169	gene	654	devR			
BNFEMFIJ_00169	CDS	654	devR		COG2197	DNA-binding transcriptional activator DevR/DosR
BNFEMFIJ_00170	gene	2277				
BNFEMFIJ_00170	CDS	2277				hypothetical protein
BNFEMFIJ_00171	gene	561				
BNFEMFIJ_00171	CDS	561				hypothetical protein
BNFEMFIJ_00172	gene	348				
BNFEMFIJ_00172	CDS	348				hypothetical protein
BNFEMFIJ_00173	gene	621				
BNFEMFIJ_00173	CDS	621				hypothetical protein
BNFEMFIJ_00174	gene	540				
BNFEMFIJ_00174	CDS	540				hypothetical protein
BNFEMFIJ_00175	gene	486				
BNFEMFIJ_00175	CDS	486				hypothetical protein
BNFEMFIJ_00176	gene	999				
BNFEMFIJ_00176	CDS	999				hypothetical protein
BNFEMFIJ_00177	gene	1368	hutI_1			
BNFEMFIJ_00177	CDS	1368	hutI_1	3.5.2.7		Imidazolonepropionase
BNFEMFIJ_00178	gene	315				
BNFEMFIJ_00178	CDS	315				hypothetical protein
BNFEMFIJ_00179	gene	780	phaB_1			
BNFEMFIJ_00179	CDS	780	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
BNFEMFIJ_00180	gene	1071				
BNFEMFIJ_00180	CDS	1071				hypothetical protein
BNFEMFIJ_00181	gene	591				
BNFEMFIJ_00181	CDS	591				hypothetical protein
BNFEMFIJ_00182	gene	1296	dctM_2			
BNFEMFIJ_00182	CDS	1296	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
BNFEMFIJ_00183	gene	567				
BNFEMFIJ_00183	CDS	567				hypothetical protein
BNFEMFIJ_00184	gene	1149				
BNFEMFIJ_00184	CDS	1149		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BNFEMFIJ_00185	gene	342				
BNFEMFIJ_00185	CDS	342				hypothetical protein
BNFEMFIJ_00186	gene	477				
BNFEMFIJ_00186	CDS	477				hypothetical protein
BNFEMFIJ_00187	gene	246				
BNFEMFIJ_00187	CDS	246				hypothetical protein
BNFEMFIJ_00188	gene	936				
BNFEMFIJ_00188	CDS	936				hypothetical protein
BNFEMFIJ_00189	gene	894				
BNFEMFIJ_00189	CDS	894				hypothetical protein
BNFEMFIJ_00190	gene	1578				
BNFEMFIJ_00190	CDS	1578				hypothetical protein
BNFEMFIJ_00191	gene	378				
BNFEMFIJ_00191	CDS	378				hypothetical protein
BNFEMFIJ_00192	gene	927				
BNFEMFIJ_00192	CDS	927				hypothetical protein
BNFEMFIJ_00193	gene	1710				
BNFEMFIJ_00193	CDS	1710				hypothetical protein
BNFEMFIJ_00194	gene	441				
BNFEMFIJ_00194	CDS	441				hypothetical protein
BNFEMFIJ_00195	gene	321				
BNFEMFIJ_00195	CDS	321				hypothetical protein
BNFEMFIJ_00196	gene	945				
BNFEMFIJ_00196	CDS	945				hypothetical protein
BNFEMFIJ_00197	gene	291				
BNFEMFIJ_00197	CDS	291				hypothetical protein
BNFEMFIJ_00198	gene	279				
BNFEMFIJ_00198	CDS	279				hypothetical protein
BNFEMFIJ_00199	gene	1179				
BNFEMFIJ_00199	CDS	1179				hypothetical protein
BNFEMFIJ_00200	gene	1857				
BNFEMFIJ_00200	CDS	1857				hypothetical protein
BNFEMFIJ_00201	gene	3153				
BNFEMFIJ_00201	CDS	3153				hypothetical protein
BNFEMFIJ_00202	gene	77				
BNFEMFIJ_00202	tRNA	77				tRNA-Met(cat)
BNFEMFIJ_00203	gene	573				
BNFEMFIJ_00203	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
BNFEMFIJ_00204	gene	207				
BNFEMFIJ_00204	CDS	207				hypothetical protein
BNFEMFIJ_00205	gene	840				
BNFEMFIJ_00205	CDS	840				hypothetical protein
BNFEMFIJ_00206	gene	1392	luxO			
BNFEMFIJ_00206	CDS	1392	luxO		COG2204	Regulatory protein LuxO
BNFEMFIJ_00207	gene	360				
BNFEMFIJ_00207	CDS	360				hypothetical protein
BNFEMFIJ_00208	gene	1893	acsA_1			
BNFEMFIJ_00208	CDS	1893	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BNFEMFIJ_00209	gene	2292	dme			
BNFEMFIJ_00209	CDS	2292	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
BNFEMFIJ_00210	gene	393	cdd			
BNFEMFIJ_00210	CDS	393	cdd	3.5.4.5	COG0295	Cytidine deaminase
BNFEMFIJ_00211	gene	1329	deoA			
BNFEMFIJ_00211	CDS	1329	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
BNFEMFIJ_00212	gene	1227	deoB			
BNFEMFIJ_00212	CDS	1227	deoB	5.4.2.7	COG1015	Phosphopentomutase
BNFEMFIJ_00213	gene	993				
BNFEMFIJ_00213	CDS	993		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
BNFEMFIJ_00214	gene	960				
BNFEMFIJ_00214	CDS	960				hypothetical protein
BNFEMFIJ_00215	gene	648	upp			
BNFEMFIJ_00215	CDS	648	upp	2.4.2.9		Uracil phosphoribosyltransferase
BNFEMFIJ_00216	gene	1038				
BNFEMFIJ_00216	CDS	1038				hypothetical protein
BNFEMFIJ_00217	gene	429				
BNFEMFIJ_00217	CDS	429				hypothetical protein
BNFEMFIJ_00218	gene	1023				
BNFEMFIJ_00218	CDS	1023				hypothetical protein
BNFEMFIJ_00219	gene	1623				
